# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
nd_plasma_electrons_vol_avg_(final_value/initial_value)__________________ (xcm003)_______________________ 6.46120406400487846e-01 
nd_plasma_electrons_vol_avg_(range_normalised)___________________________ (nitvar003)____________________ 1.04262357689051510e-01 
nd_plasma_electrons_vol_avg_(upper_bound)________________________________ (boundu003)____________________ 5.00000000000000000e+20 
nd_plasma_electrons_vol_avg_(lower_bound)________________________________ (boundl003)____________________ 5.00000000000000000e+19 
fdene____________________________________________________________________ (itvar004)_____________________ 9.99999999993981148e-01 
fdene_(final_value/initial_value)________________________________________ (xcm004)_______________________ 9.99999999993981148e-01 
fdene_(range_normalised)_________________________________________________ (nitvar004)____________________ 9.99999999993312350e-01 
fdene_(upper_bound)______________________________________________________ (boundu004)____________________ 1.00000000000000000e+00 
fdene_(lower_bound)______________________________________________________ (boundl004)____________________ 1.00000000000000006e-01 
hfact____________________________________________________________________ (itvar005)_____________________ 1.19999999999964024e+00 
hfact_(final_value/initial_value)________________________________________ (xcm005)_______________________ 1.19999999999964024e+00 
hfact_(range_normalised)_________________________________________________ (nitvar005)____________________ 9.99999999999100719e-01 
hfact_(upper_bound)______________________________________________________ (boundu005)____________________ 1.19999999999999996e+00 
hfact_(lower_bound)______________________________________________________ (boundl005)____________________ 8.00000000000000044e-01 
dr_cs____________________________________________________________________ (itvar006)_____________________ 2.08800821357982752e-01 
dr_cs_(final_value/initial_value)________________________________________ (xcm006)_______________________ 8.35203285431931008e-01 
dr_cs_(range_normalised)_________________________________________________ (nitvar006)____________________ 3.80427279485069714e-01 
dr_cs_(upper_bound)______________________________________________________ (boundu006)____________________ 5.00000000000000000e-01 
dr_cs_(lower_bound)______________________________________________________ (boundl006)____________________ 2.99999999999999989e-02 
q95______________________________________________________________________ (itvar007)_____________________ 5.84009237455145591e+00 
q95_(final_value/initial_value)__________________________________________ (xcm007)_______________________ 9.73348729091909282e-01 
q95_(range_normalised)___________________________________________________ (nitvar007)____________________ 1.67064257326556248e-01 
q95_(upper_bound)________________________________________________________ (boundu007)____________________ 2.00000000000000000e+01 
q95_(lower_bound)________________________________________________________ (boundl007)____________________ 3.00000000000000000e+00 
fp_plant_electric_net_required_mw________________________________________ (itvar008)_____________________ 5.99721806595689855e-01 
fp_plant_electric_net_required_mw_(final_value/initial_value)____________ (xcm008)_______________________ 5.99721806595689855e-01 
fp_plant_electric_net_required_mw_(range_normalised)_____________________ (nitvar008)____________________ 5.99321127723413283e-01 
fp_plant_electric_net_required_mw_(upper_bound)__________________________ (boundu008)____________________ 1.00000000000000000e+00 
fp_plant_electric_net_required_mw_(lower_bound)__________________________ (boundl008)____________________ 1.00000000000000002e-03 
fp_fusion_total_max_mw___________________________________________________ (itvar009)_____________________ 9.99999999996805555e-01 
fp_fusion_total_max_mw_(final_value/initial_value)_______________________ (xcm009)_______________________ 9.99999999996805555e-01 
fp_fusion_total_max_mw_(range_normalised)________________________________ (nitvar009)____________________ 9.99999999996802336e-01 
fp_fusion_total_max_mw_(upper_bound)_____________________________________ (boundu009)____________________ 1.00000000000000000e+00 
fp_fusion_total_max_mw_(lower_bound)_____________________________________ (boundl009)____________________ 1.00000000000000002e-03 
fradpwr__________________________________________________________________ (itvar010)_____________________ 7.10835268295949785e-01 
fradpwr_(final_value/initial_value)______________________________________ (xcm010)_______________________ 1.11068010671242146e+00 
fradpwr_(range_normalised)_______________________________________________ (nitvar010)____________________ 7.10545814110059792e-01 
fradpwr_(upper_bound)____________________________________________________ (boundu010)____________________ 1.00000000000000000e+00 
fradpwr_(lower_bound)____________________________________________________ (boundl010)____________________ 1.00000000000000002e-03 
dr_bore__________________________________________________________________ (itvar011)_____________________ 2.40673185172011639e-01 
dr_bore_(final_value/initial_value)______________________________________ (xcm011)_______________________ 8.02243950573372167e-01 
dr_bore_(range_normalised)_______________________________________________ (nitvar011)____________________ 2.00961693102873762e-01 
dr_bore_(upper_bound)____________________________________________________ (boundu011)____________________ 8.00000000000000044e-01 
dr_bore_(lower_bound)____________________________________________________ (boundl011)____________________ 1.00000000000000006e-01 
fbeta_max________________________________________________________________ (itvar012)_____________________ 8.74094161158069372e-01 
fbeta_max_(final_value/initial_value)____________________________________ (xcm012)_______________________ 1.16545888154409250e+00 
fbeta_max_(range_normalised)_____________________________________________ (nitvar012)____________________ 8.72822385008150903e-01 
fbeta_max_(upper_bound)__________________________________________________ (boundu012)____________________ 1.00000000000000000e+00 
fbeta_max_(lower_bound)__________________________________________________ (boundl012)____________________ 9.99999999999999847e-03 
fp_hcd_injected_max______________________________________________________ (itvar013)_____________________ 9.53297652205086221e-01 
fp_hcd_injected_max_(final_value/initial_value)__________________________ (xcm013)_______________________ 9.53297652205086221e-01 
fp_hcd_injected_max_(range_normalised)___________________________________ (nitvar013)____________________ 3.92552946894540233e-01 
fp_hcd_injected_max_(upper_bound)________________________________________ (boundu013)____________________ 1.50000000000000000e+00 
fp_hcd_injected_max_(lower_bound)________________________________________ (boundl013)____________________ 5.99999999999999978e-01 
fstrcase_________________________________________________________________ (itvar014)_____________________ 3.07329874563779970e-01 
fstrcase_(final_value/initial_value)_____________________________________ (xcm014)_______________________ 3.07329874563779970e-01 
fstrcase_(range_normalised)______________________________________________ (nitvar014)____________________ 3.00333206630080785e-01 
fstrcase_(upper_bound)___________________________________________________ (boundu014)____________________ 1.00000000000000000e+00 
fstrcase_(lower_bound)___________________________________________________ (boundl014)____________________ 1.00000000000000002e-02 
fstrcond_________________________________________________________________ (itvar015)_____________________ 2.74263295476614322e-01 
fstrcond_(final_value/initial_value)_____________________________________ (xcm015)_______________________ 2.74263295476614322e-01 
fstrcond_(range_normalised)______________________________________________ (nitvar015)____________________ 2.73536832308923228e-01 
fstrcond_(upper_bound)___________________________________________________ (boundu015)____________________ 1.00000000000000000e+00 
fstrcond_(lower_bound)___________________________________________________ (boundl015)____________________ 1.00000000000000002e-03 
fiooic___________________________________________________________________ (itvar016)_____________________ 9.97738208675236216e-01 
fiooic_(final_value/initial_value)_______________________________________ (xcm016)_______________________ 9.97738208675236216e-01 
fiooic_(range_normalised)________________________________________________ (nitvar016)____________________ 9.97715362298218444e-01 
fiooic_(upper_bound)_____________________________________________________ (boundu016)____________________ 1.00000000000000000e+00 
fiooic_(lower_bound)_____________________________________________________ (boundl016)____________________ 1.00000000000000002e-02 
dr_tf_nose_case__________________________________________________________ (itvar017)_____________________ 3.03925330021986018e-01 
dr_tf_nose_case_(final_value/initial_value)______________________________ (xcm017)_______________________ 7.59813325054965016e-01 
dr_tf_nose_case_(range_normalised)_______________________________________ (nitvar017)____________________ 5.99847612289767351e-01 
dr_tf_nose_case_(upper_bound)____________________________________________ (boundu017)____________________ 5.00000000000000000e-01 
dr_tf_nose_case_(lower_bound)____________________________________________ (boundl017)____________________ 1.00000000000000019e-02 
fipir____________________________________________________________________ (itvar018)_____________________ 5.45667099196479599e-01 
fipir_(final_value/initial_value)________________________________________ (xcm018)_______________________ 9.40805343442206232e-01 
fipir_(range_normalised)_________________________________________________ (nitvar018)____________________ 5.45212311507987546e-01 
fipir_(upper_bound)______________________________________________________ (boundu018)____________________ 1.00000000000000000e+00 
fipir_(lower_bound)______________________________________________________ (boundl018)____________________ 1.00000000000000002e-03 
dr_shld_inboard__________________________________________________________ (itvar019)_____________________ 2.61379088354756151e-01 
dr_shld_inboard_(final_value/initial_value)______________________________ (xcm019)_______________________ 6.53447720886890404e-01 
dr_shld_inboard_(range_normalised)_______________________________________ (nitvar019)____________________ 2.53918271065410261e-01 
dr_shld_inboard_(upper_bound)____________________________________________ (boundu019)____________________ 1.00000000000000000e+00 
dr_shld_inboard_(lower_bound)____________________________________________ (boundl019)____________________ 1.00000000000000019e-02 
fpsepr___________________________________________________________________ (itvar020)_____________________ 9.99999999999597544e-01 
fpsepr_(final_value/initial_value)_______________________________________ (xcm020)_______________________ 9.99999999999597544e-01 
fpsepr_(range_normalised)________________________________________________ (nitvar020)____________________ 9.99999999999593436e-01 
fpsepr_(upper_bound)_____________________________________________________ (boundu020)____________________ 1.00000000000000000e+00 
fpsepr_(lower_bound)_____________________________________________________ (boundl020)____________________ 1.00000000000000002e-02 
fl_h_threshold___________________________________________________________ (itvar021)_____________________ 3.44291057119393284e-01 
fl_h_threshold_(final_value/initial_value)_______________________________ (xcm021)_______________________ 3.44291057119393284e-01 
fl_h_threshold_(range_normalised)________________________________________ (nitvar021)____________________ 3.43634691811204485e-01 
fl_h_threshold_(upper_bound)_____________________________________________ (boundu021)____________________ 1.00000000000000000e+00 
fl_h_threshold_(lower_bound)_____________________________________________ (boundl021)____________________ 1.00000000000000002e-03 
f_nd_alpha_electron______________________________________________________ (itvar022)_____________________ 8.85132732142949324e-02 
f_nd_alpha_electron_(final_value/initial_value)__________________________ (xcm022)_______________________ 4.42566366071474648e-01 
f_nd_alpha_electron_(range_normalised)___________________________________ (nitvar022)____________________ 8.76008740883833098e-02 
f_nd_alpha_electron_(upper_bound)________________________________________ (boundu022)____________________ 1.00000000000000000e+00 
f_nd_alpha_electron_(lower_bound)________________________________________ (boundl022)____________________ 1.00000000000000002e-03 
falpha_energy_confinement________________________________________________ (itvar023)_____________________ 9.99999999986527777e-01 
falpha_energy_confinement_(final_value/initial_value)____________________ (xcm023)_______________________ 9.99999999986527777e-01 
falpha_energy_confinement_(range_normalised)_____________________________ (nitvar023)____________________ 9.99999999986391663e-01 
falpha_energy_confinement_(upper_bound)__________________________________ (boundu023)____________________ 1.00000000000000000e+00 
falpha_energy_confinement_(lower_bound)__________________________________ (boundl023)____________________ 1.00000000000000002e-02 
fpflux_fw_rad_max________________________________________________________ (itvar024)_____________________ 4.18555354707140226e-01 
fpflux_fw_rad_max_(final_value/initial_value)____________________________ (xcm024)_______________________ 4.18555354707140226e-01 
fpflux_fw_rad_max_(range_normalised)_____________________________________ (nitvar024)____________________ 4.12682176471858786e-01 
fpflux_fw_rad_max_(upper_bound)__________________________________________ (boundu024)____________________ 1.00000000000000000e+00 
fpflux_fw_rad_max_(lower_bound)__________________________________________ (boundl024)____________________ 1.00000000000000002e-02 
f_nd_impurity_electrons(13)______________________________________________ (itvar025)_____________________ 1.00869610836184652e-03 
f_nd_impurity_electrons(13)_(final_value/initial_value)__________________ (xcm025)_______________________ 2.01739221672369284e+00 
f_nd_impurity_electrons(13)_(range_normalised)___________________________ (nitvar025)____________________ 1.00868711704896336e-01 
f_nd_impurity_electrons(13)_(upper_bound)________________________________ (boundu025)____________________ 1.00000000000000002e-02 
f_nd_impurity_electrons(13)_(lower_bound)________________________________ (boundl025)____________________ 1.00000000000000002e-08 
dr_tf_wp_with_insulation_________________________________________________ (itvar026)_____________________ 5.41541025267417542e-01 
dr_tf_wp_with_insulation_(final_value/initial_value)_____________________ (xcm026)_______________________ 9.02568375445696014e-01 
dr_tf_wp_with_insulation_(range_normalised)______________________________ (nitvar026)____________________ 3.53852563168543854e-01 
dr_tf_wp_with_insulation_(upper_bound)___________________________________ (boundu026)____________________ 8.00000000000000044e-01 
dr_tf_wp_with_insulation_(lower_bound)___________________________________ (boundl026)____________________ 4.00000000000000022e-01 
f_nd_plasma_pedestal_greenwald___________________________________________ (itvar027)_____________________ 1.00000000124269794e-01 
f_nd_plasma_pedestal_greenwald_(final_value/initial_value)_______________ (xcm027)_______________________ 1.00000000124269794e+00 
f_nd_plasma_pedestal_greenwald_(range_normalised)________________________ (nitvar027)____________________ 1.38077549394211019e-10 
f_nd_plasma_pedestal_greenwald_(upper_bound)_____________________________ (boundu027)____________________ 1.00000000000000000e+00 
f_nd_plasma_pedestal_greenwald_(lower_bound)_____________________________ (boundl027)____________________ 1.00000000000000006e-01 
f_nd_plasma_separatrix_greenwald_________________________________________ (itvar028)_____________________ 9.99999998292645104e-02 
f_nd_plasma_separatrix_greenwald_(final_value/initial_value)_____________ (xcm028)_______________________ 9.99999998292645076e-01 
f_nd_plasma_separatrix_greenwald_(range_normalised)______________________ (nitvar028)____________________ 9.99999998275399093e-01 
f_nd_plasma_separatrix_greenwald_(upper_bound)___________________________ (boundu028)____________________ 1.00000000000000006e-01 
f_nd_plasma_separatrix_greenwald_(lower_bound)___________________________ (boundl028)____________________ 1.00000000000000002e-03 
fne0_____________________________________________________________________ (itvar029)_____________________ 6.75373686640188126e-02 
fne0_(final_value/initial_value)_________________________________________ (xcm029)_______________________ 8.44217108300235108e-01 
fne0_(range_normalised)__________________________________________________ (nitvar029)____________________ 6.72774202871777582e-02 
fne0_(upper_bound)_______________________________________________________ (boundu029)____________________ 9.89999999999999991e-01 
fne0_(lower_bound)_______________________________________________________ (boundl029)____________________ 1.00000000000000002e-03 
Beta_consistency__________________normalised_residue_____________________ (eq_con001)____________________ 2.22044604925031308e-16 
Global_power_balance_consistency__normalised_residue_____________________ (eq_con002)____________________ -1.11022302462515654e-16 
Fusion_power_upper_limit__________normalised_residue_____________________ (eq_con009)____________________ -3.33066907387546962e-16 
Net_electric_power_lower_limit____normalised_residue_____________________ (eq_con016)____________________ -3.83781895152424113e-12 
Density_upper_limit_______________normalised_residue_____________________ (eq_con005)____________________ 4.44089209850062616e-16 
Beta_upper_limit__________________normalised_residue_____________________ (eq_con024)____________________ 2.22044604925031308e-16 
L-H_power_threshold_limit_________normalised_residue_____________________ (eq_con015)____________________ 2.44249065417534439e-15 
f_alpha_energy_confinement________normalised_residue_____________________ (eq_con062)____________________ -0.00000000000000000e+00 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________normalised_residue_ (eq_con081)____________________ 6.66133814775093924e-16 
Radiation_fraction_upper_limit____normalised_residue_____________________ (eq_con017)____________________ 3.33066907387546962e-16 
Psep_/_R_upper_limit______________normalised_residue_____________________ (eq_con056)____________________ -2.10942374678779743e-15 
I_op_/_I_critical_(TF_coil)_______normalised_residue_____________________ (eq_con033)____________________ -2.03431982370716469e-09 
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (eq_con031)____________________ -1.17332255022972731e-11 
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (eq_con032)____________________ -1.23063226276087789e-11 
Radial_build_consistency__________normalised_residue_____________________ (eq_con011)____________________ -4.45865566689462867e-13 
Upper_Lim._on_Radiation_Wall_load_normalised_residue_____________________ (eq_con067)____________________ 1.66533453693773481e-16 
Injection_power_upper_limit_______normalised_residue_____________________ (eq_con030)____________________ -2.22044604925031308e-16 
Ip/Irod_upper_limit_______________normalised_residue_____________________ (eq_con046)____________________ -1.11022302462515654e-16 
# Final Feasible Point #
# Power Reactor Costs (1990 US$) #
First_wall_/_blanket_life_(years)________________________________________ (life_blkt)____________________ 2.20753171924389235e+00 
Divertor_life_(years)____________________________________________________ (divlife_cal)__________________ 6.92453516505704969e-01 
Centrepost_life_(years)__________________________________________________ (cplife_cal)___________________ 3.91313640970190890e-02 
Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 8.71020421457622547e+02 
# Detailed Costings (1990 US$) #
Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00 
Level_of_Safety_Assurance________________________________________________ (lsa)__________________________            2 
# Structures and Site Facilities #
Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.26400000000000006e+01 
Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 2.81490388199688653e+02 
Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.19199999999999982e+01 
Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 7.22025924279654987e+01 
Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 4.61692195291871741e+01 
Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.24319999999999986e+01 
Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 1.43953796560836533e+01 
Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.51199999999999992e+01 
Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 1.76400000000000006e+01 
Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 9.65999999999999837e+00 
Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 4.57025515352485243e+01 
Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 5.79372131348173525e+02 
# Reactor Systems #
First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 7.55770281791580771e+01 
Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 1.00778025163678336e+02 
Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 2.46971334642098014e+02 
Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 3.11591384351202905e+01 
Blanket_vanadium_cost_(M$)_______________________________________________ (c22124)_______________________ 0.00000000000000000e+00 
Blanket_total_cost_(M$)__________________________________________________ (c2212)________________________ 3.78908498240896620e+02 
Bulk_shield_cost_(M$)____________________________________________________ (c22131)_______________________ 4.07442308397623023e+01 
Penetration_shielding_cost_(M$)__________________________________________ (c22132)_______________________ 4.07442308397623023e+01 
Total_shield_cost_(M$)___________________________________________________ (c2213)________________________ 8.14884616795246046e+01 
Total_support_structure_cost_(M$)________________________________________ (c2214)________________________ 2.15850647824628616e+01 
Divertor_cost_(M$)_______________________________________________________ (c2215)________________________ 4.39383148531068528e+01 
Total_account_221_cost_(M$)______________________________________________ (c221)_________________________ 6.01497367735148941e+02 
# Magnets #
TF_coil_conductor_cost_(M$)______________________________________________ (c22211)_______________________ 2.47427158351329304e+01 
TF_coil_winding_cost_(M$)________________________________________________ (c22212)_______________________ 1.65164022528096623e+01 
TF_coil_case_cost_(M$)___________________________________________________ (c22213)_______________________ 2.33739508043488001e+02 
TF_intercoil_structure_cost_(M$)_________________________________________ (c22214)_______________________ 7.30349570741948781e+01 
TF_coil_gravity_support_structure_(M$)___________________________________ (c22215)_______________________ 1.15620216332569399e+01 
TF_magnet_assemblies_cost_(M$)___________________________________________ (c2221)________________________ 3.59595604838882423e+02 
PF_coil_conductor_cost_(M$)______________________________________________ (c22221)_______________________ 2.61397064151322809e+02 
PF_coil_winding_cost_(M$)________________________________________________ (c22222)_______________________ 3.44228901807002217e+01 
PF_coil_case_cost_(M$)___________________________________________________ (c22223)_______________________ 1.16743378647829772e+02 
PF_coil_support_structure_cost_(M$)______________________________________ (c22224)_______________________ 1.24020522539182938e+01 
PF_magnet_assemblies_cost_(M$)___________________________________________ (c2222)________________________ 4.24965385233771087e+02 
Vacuum_vessel_assembly_cost_(M$)_________________________________________ (c2223)________________________ 1.26455014880528708e+02 
Total_account_222_cost_(M$)______________________________________________ (c222)_________________________ 9.11016004953182232e+02 
# Power Injection #
ECH_system_cost_(M$)_____________________________________________________ (c2231)________________________ 4.28983943492288972e+02 
Lower_hybrid_system_cost_(M$)____________________________________________ (c2232)________________________ 0.00000000000000000e+00 
Neutral_beam_system_cost_(M$)____________________________________________ (c2233)________________________ 0.00000000000000000e+00 
Total_account_223_cost_(M$)______________________________________________ (c223)_________________________ 4.28983943492288972e+02 
# Vacuum Systems #
High_vacuum_pumps_cost_(M$)______________________________________________ (c2241)________________________ 1.87199999999999989e+01 
Backing_pumps_cost_(M$)__________________________________________________ (c2242)________________________ 7.02000000000000046e+00 
Vacuum_duct_cost_(M$)____________________________________________________ (c2243)________________________ 3.05131812570877381e+00 
Valves_cost_(M$)_________________________________________________________ (c2244)________________________ 7.79918600937720008e+00 
Duct_shielding_cost_(M$)_________________________________________________ (c2245)________________________ 0.00000000000000000e+00 
Instrumentation_cost_(M$)________________________________________________ (c2246)________________________ 1.30000000000000004e+00 
Total_account_224_cost_(M$)______________________________________________ (c224)_________________________ 3.78905041350859690e+01 
# Power Conditioning #
TF_coil_power_supplies_cost_(M$)_________________________________________ (c22511)_______________________ 1.57729854319646612e+00 
TF_coil_breakers_cost_(M$)_______________________________________________ (c22512)_______________________ 1.72377278718729166e+01 
TF_coil_dump_resistors_cost_(M$)_________________________________________ (c22513)_______________________ 4.94399428982096456e+00 
TF_coil_instrumentation_and_control_(M$)_________________________________ (c22514)_______________________ 3.60000000000000009e+00 
TF_coil_bussing_cost_(M$)________________________________________________ (c22515)_______________________ 1.59723880589066916e+01 
Total,_TF_coil_power_costs_(M$)__________________________________________ (c2251)________________________ 4.33314087637970431e+01 
PF_coil_power_supplies_cost_(M$)_________________________________________ (c22521)_______________________ 2.28472296542643463e+01 
PF_coil_instrumentation_and_control_(M$)_________________________________ (c22522)_______________________ 3.90000000000000036e+00 
PF_coil_bussing_cost_(M$)________________________________________________ (c22523)_______________________ 1.18271999999999995e+01 
PF_coil_burn_power_supplies_cost_(M$)____________________________________ (c22524)_______________________ 1.42954136419334166e+00 
PF_coil_breakers_cost_(M$)_______________________________________________ (c22525)_______________________ 1.65431068770150596e+01 
PF_coil_dump_resistors_cost_(M$)_________________________________________ (c22526)_______________________ 2.46532913671596665e+00 
PF_coil_ac_breakers_cost_(M$)____________________________________________ (c22527)_______________________ 9.74999999999999978e-01 
Total,_PF_coil_power_costs_(M$)__________________________________________ (c2252)________________________ 5.99874070321887061e+01 
Total,_energy_storage_cost_(M$)__________________________________________ (c2253)________________________ 0.00000000000000000e+00 
Total_account_225_cost_(M$)______________________________________________ (c225)_________________________ 1.03318815795985756e+02 
# Heat Transport System #
Pumps_and_piping_system_cost_(M$)________________________________________ (cpp)__________________________ 2.72325754939718010e+01 
Primary_heat_exchanger_cost_(M$)_________________________________________ (chx)__________________________ 7.08361255156289786e+01 
Total,_reactor_cooling_system_cost_(M$)__________________________________ (c2261)________________________ 9.80687010096007725e+01 
Pumps,_piping_cost_(M$)__________________________________________________ (cppa)_________________________ 4.66204089412333289e+01 
Total,_auxiliary_cooling_system_cost_(M$)________________________________ (c2262)________________________ 4.66204089412333289e+01 
Total,_cryogenic_system_cost_(M$)________________________________________ (c2263)________________________ 4.27925300212870354e+02 
Total_account_226_cost_(M$)______________________________________________ (c226)_________________________ 5.72614410163704406e+02 
# Fuel Handling System #
Fuelling_system_cost_(M$)________________________________________________ (c2271)________________________ 2.23000000000000007e+01 
Fuel_processing_and_purification_cost_(M$)_______________________________ (c2272)________________________ 1.29797041228713596e+02 
Atmospheric_recovery_systems_cost_(M$)___________________________________ (c2273)________________________ 4.38050581217988437e+01 
Nuclear_building_ventilation_cost_(M$)___________________________________ (c2274)________________________ 5.52159726562383426e+01 
Total_account_227_cost_(M$)______________________________________________ (c227)_________________________ 2.51118072006750793e+02 
# Instrumentation and Control #
Instrumentation_and_control_cost_(M$)____________________________________ (c228)_________________________ 1.50000000000000000e+02 
# Maintenance Equipment #
Maintenance_equipment_cost_(M$)__________________________________________ (c229)_________________________ 1.25000000000000000e+02 
# Total Account 22 Cost #
Total_account_22_cost_(M$)_______________________________________________ (c22)__________________________ 3.18143911828214777e+03 
# Turbine Plant Equipment #
Turbine_plant_equipment_cost_(M$)________________________________________ (c23)__________________________ 2.39263458425716664e+02 
# Electric Plant Equipment #
Switchyard_equipment_cost_(M$)___________________________________________ (c241)_________________________ 1.44439999999999991e+01 
Transformers_cost_(M$)___________________________________________________ (c242)_________________________ 1.58544471753694154e+01 
Low_voltage_equipment_cost_(M$)__________________________________________ (c243)_________________________ 1.33601428474591462e+01 
Diesel_backup_equipment_cost_(M$)________________________________________ (c244)_________________________ 5.33800000000000008e+00 
Auxiliary_facilities_cost_(M$)___________________________________________ (c245)_________________________ 1.17749999999999999e+00 
Total_account_24_cost_(M$)_______________________________________________ (c24)__________________________ 5.01740900228285653e+01 
# Miscellaneous Plant Equipment #
Miscellaneous_plant_equipment_cost_(M$)__________________________________ (c25)__________________________ 2.21250000000000000e+01 
# Heat Rejection System #
Heat_rejection_system_cost_(M$)__________________________________________ (c26)__________________________ 6.49287355130144306e+01 
# Plant Direct Cost #
Plant_direct_cost_(M$)___________________________________________________ (cdirt)________________________ 4.13730253359188100e+03 
# Reactor Core Cost #
Reactor_core_cost_(M$)___________________________________________________ (crctcore)_____________________ 1.94149731618062015e+03 
# Indirect Cost #
Indirect_cost_(M$)_______________________________________________________ (c9)___________________________ 1.16092709092588166e+03 
# Total Contingency #
Total_contingency_(M$)___________________________________________________ (ccont)________________________ 1.03315477678096363e+03 
# Constructed Cost #
Constructed_cost_(M$)____________________________________________________ (concost)______________________ 6.33138440129872561e+03 
# Interest during Construction #
Interest_during_construction_(M$)________________________________________ (moneyint)_____________________ 1.04467842621428986e+03 
# Total Capital Investment #
Total_capital_investment_(M$)____________________________________________ (capcost)______________________ 7.37606282751301569e+03 
# Plant Availability #
Allowable_blanket_neutron_fluence_(MW-yr/m2)_____________________________ (abktflnc)_____________________ 5.00000000000000000e+00 
Allowable_divertor_heat_fluence_(MW-yr/m2)_______________________________ (adivflnc)_____________________ 7.00000000000000000e+00 
First_wall_/_blanket_lifetime_(years)____________________________________ (life_blkt_fpy)________________ 2.94337562565852329e+00 OP 
Divertor_lifetime_(years)________________________________________________ (divlife)______________________ 9.23271355340939959e-01 OP 
Centrepost_lifetime_(years)______________________________________________ (cplife)_______________________ 5.21751521293587830e-02 OP 
