 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_number__________________________________________________ (procver)_____________________     "3.1.0   R"
 Date_of_run_____________________________________________________________ (date)________________________     "30/10/2024"
 Time_of_run_____________________________________________________________ (time)________________________     "17:08"
 User____________________________________________________________________ (username)____________________     "runner"  
 PROCESS_run_title_______________________________________________________ (runtitle)____________________     "Generic large tokamak                                                                              
 PROCESS_tag_number______________________________________________________ (tagno)_______________________     ""                                                                                                  
 PROCESS_git_branch_name_________________________________________________ (branch_name)_________________     "main"                                                                                              
 PROCESS_last_commit_message_____________________________________________ (commsg)______________________     "Remove unused maths library routines ([hash]3357)"                                                 
 Input_filename__________________________________________________________ (fileprefix)__________________     "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/large_tokamak_nof.IN.DAT                                                                                                                                                                                                                                                                                                                         "
 # Numerics #
 VMCON_error_flag________________________________________________________ (ifail)_______________________              1    
 # PROCESS found a feasible solution #
 Number_of_iteration_variables___________________________________________ (nvar)________________________             21    
 Number_of_constraints_(total)___________________________________________ (neqns+nineqns)_______________             26    
 Optimisation_switch_____________________________________________________ (ioptimz)_____________________              1    
 Figure_of_merit_switch__________________________________________________ (minmax)______________________              1    
 Objective_function_name_________________________________________________ (objf_name)___________________     "major radius"                          
 Normalised_objective_function___________________________________________ (norm_objf)___________________      1.6000000000000001E+00 OP 
 Square_root_of_the_sum_of_squares_of_the_constraint_residuals___________ (sqsumsq)_____________________      2.0679872360039285E-08 OP 
 VMCON_convergence_parameter_____________________________________________ (convergence_parameter)_______      1.7804650346084562E-17 OP 
 Number_of_VMCON_iterations______________________________________________ (nviter)______________________             13 OP 
 bt______________________________________________________________________ (itvar001)____________________      4.7227964120340822E+00    
 bt_(final_value/initial_value)__________________________________________ (xcm001)______________________      8.2856077404106709E-01    
 bt_(range_normalised)___________________________________________________ (nitvar001)___________________      1.5714559559966931E-01    
 rmajor__________________________________________________________________ (itvar002)____________________      8.0000000000000000E+00    
 rmajor_(final_value/initial_value)______________________________________ (xcm002)______________________      1.0000000000000000E+00    
 rmajor_(range_normalised)_______________________________________________ (nitvar002)___________________      0.0000000000000000E+00    
 te______________________________________________________________________ (itvar003)____________________      1.2401569323681784E+01    
 te_(final_value/initial_value)__________________________________________ (xcm003)______________________      1.0334641103068154E+00    
 te_(range_normalised)___________________________________________________ (nitvar003)___________________      7.2978525984917497E-02    
 beta____________________________________________________________________ (itvar004)____________________      4.2350819820221847E-02    
 beta_(final_value/initial_value)________________________________________ (xcm004)______________________      1.4116939940073949E+00    
 beta_(range_normalised)_________________________________________________ (nitvar004)___________________      4.1392212032254093E-02    
 dene____________________________________________________________________ (itvar005)____________________      8.2341148942086439E+19    
 dene_(final_value/initial_value)________________________________________ (xcm005)______________________      1.0978819858944859E+00    
 dene_(range_normalised)_________________________________________________ (nitvar005)___________________      6.3613417287843310E-02    
 hfact___________________________________________________________________ (itvar006)____________________      1.1794679734176376E+00    
 hfact_(final_value/initial_value)_______________________________________ (xcm006)______________________      1.0722436121978522E+00    
 hfact_(range_normalised)________________________________________________ (nitvar006)___________________      9.8133452128876142E-01    
 tfcth___________________________________________________________________ (itvar007)____________________      1.2000000000000000E+00    
 tfcth_(final_value/initial_value)_______________________________________ (xcm007)______________________      1.0000000000000000E+00    
 tfcth_(range_normalised)________________________________________________ (nitvar007)___________________      1.1627906976744184E-01    
 ohcth___________________________________________________________________ (itvar008)____________________      5.5516692980780913E-01    
 ohcth_(final_value/initial_value)_______________________________________ (xcm008)______________________      1.1103338596156183E+00    
 ohcth_(range_normalised)________________________________________________ (nitvar008)___________________      2.6305869052351456E-02    
 q_______________________________________________________________________ (itvar009)____________________      3.1428778075875923E+00    
 q_(final_value/initial_value)___________________________________________ (xcm009)______________________      8.9796508788216922E-01    
 q_(range_normalised)____________________________________________________ (nitvar009)___________________      3.0399533529274990E-03    
 bore____________________________________________________________________ (itvar010)____________________      2.1301336478967632E+00    
 bore_(final_value/initial_value)________________________________________ (xcm010)______________________      1.0650668239483816E+00    
 bore_(range_normalised)_________________________________________________ (nitvar010)___________________      2.0506400483805687E-01    
 coheof__________________________________________________________________ (itvar011)____________________      1.9356228966110390E+07    
 coheof_(final_value/initial_value)______________________________________ (xcm011)______________________      1.2904152644073592E+00    
 coheof_(range_normalised)_______________________________________________ (nitvar011)___________________      1.9275504470580970E-01    
 fvsbrnni________________________________________________________________ (itvar012)____________________      4.4931354534042911E-01    
 fvsbrnni_(final_value/initial_value)____________________________________ (xcm012)______________________      1.1232838633510727E+00    
 fvsbrnni_(range_normalised)_____________________________________________ (nitvar012)___________________      4.4876230764807717E-01    
 tdmptf__________________________________________________________________ (itvar013)____________________      1.9561554426032647E+01    
 tdmptf_(final_value/initial_value)______________________________________ (xcm013)______________________      7.8246217704130583E-01    
 tdmptf_(range_normalised)_______________________________________________ (nitvar013)___________________      1.9481035461494139E-01    
 thkcas__________________________________________________________________ (itvar014)____________________      1.8641065804482862E-01    
 thkcas_(final_value/initial_value)______________________________________ (xcm014)______________________      3.7282131608965724E-01    
 thkcas_(range_normalised)_______________________________________________ (nitvar014)___________________      1.4359016636297747E-01    
 thwcndut________________________________________________________________ (itvar015)____________________      8.0579960708266410E-03    
 thwcndut_(final_value/initial_value)____________________________________ (xcm015)______________________      1.0072495088533302E+00    
 thwcndut_(range_normalised)_____________________________________________ (nitvar015)___________________      6.3039207420262605E-04    
 fcutfsu_________________________________________________________________ (itvar016)____________________      8.5663021073320778E-01    
 fcutfsu_(final_value/initial_value)_____________________________________ (xcm016)______________________      1.0707877634165097E+00    
 fcutfsu_(range_normalised)______________________________________________ (nitvar016)___________________      8.1052320621183582E-01    
 cpttf___________________________________________________________________ (itvar017)____________________      7.7902413956366159E+04    
 cpttf_(final_value/initial_value)_______________________________________ (xcm017)______________________      1.1984986762517871E+00    
 cpttf_(range_normalised)________________________________________________ (nitvar017)___________________      5.1609655825464640E-01    
 ralpne__________________________________________________________________ (itvar018)____________________      8.4731084900226294E-02    
 ralpne_(final_value/initial_value)______________________________________ (xcm018)______________________      8.4731084900226283E-01    
 ralpne_(range_normalised)_______________________________________________ (nitvar018)___________________      6.9462169800452567E-01    
 oh_steel_frac___________________________________________________________ (itvar019)____________________      5.0486897507770923E-01    
 oh_steel_frac_(final_value/initial_value)_______________________________ (xcm019)______________________      6.3108621884713645E-01    
 oh_steel_frac_(range_normalised)________________________________________ (nitvar019)___________________      5.3094728669937741E-01    
