# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+gfca2594f8" 
Date_of_run______________________________________________________________ (date)_________________________ "16/04/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "15:21" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "Generic large tokamak" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/large_tokamak_nof.IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            1 
# Numerics #
# PROCESS found a feasible solution #
W__concentration_at_point_143____________________________________________ (f_nd_impurity_electrons13_143)_ 5.14235715804707188e+14 OP 
W__concentration_at_point_144____________________________________________ (f_nd_impurity_electrons13_144)_ 5.13955588937423000e+14 OP 
W__concentration_at_point_145____________________________________________ (f_nd_impurity_electrons13_145)_ 5.13673509966534125e+14 OP 
W__concentration_at_point_146____________________________________________ (f_nd_impurity_electrons13_146)_ 5.13389478892040375e+14 OP 
W__concentration_at_point_147____________________________________________ (f_nd_impurity_electrons13_147)_ 5.13103495713941938e+14 OP 
W__concentration_at_point_148____________________________________________ (f_nd_impurity_electrons13_148)_ 5.12815560432238625e+14 OP 
W__concentration_at_point_149____________________________________________ (f_nd_impurity_electrons13_149)_ 5.12525673046930625e+14 OP 
W__concentration_at_point_150____________________________________________ (f_nd_impurity_electrons13_150)_ 5.12233833558017875e+14 OP 
W__concentration_at_point_151____________________________________________ (f_nd_impurity_electrons13_151)_ 5.11940041965500375e+14 OP 
W__concentration_at_point_152____________________________________________ (f_nd_impurity_electrons13_152)_ 5.11644298269378000e+14 OP 
W__concentration_at_point_153____________________________________________ (f_nd_impurity_electrons13_153)_ 5.11346602469650938e+14 OP 
W__concentration_at_point_154____________________________________________ (f_nd_impurity_electrons13_154)_ 5.11046954566319125e+14 OP 
W__concentration_at_point_155____________________________________________ (f_nd_impurity_electrons13_155)_ 5.10745354559382500e+14 OP 
W__concentration_at_point_156____________________________________________ (f_nd_impurity_electrons13_156)_ 5.10441802448841125e+14 OP 
W__concentration_at_point_157____________________________________________ (f_nd_impurity_electrons13_157)_ 5.10136298234694875e+14 OP 
W__concentration_at_point_158____________________________________________ (f_nd_impurity_electrons13_158)_ 5.09828841916944000e+14 OP 
W__concentration_at_point_159____________________________________________ (f_nd_impurity_electrons13_159)_ 5.09519433495588312e+14 OP 
W__concentration_at_point_160____________________________________________ (f_nd_impurity_electrons13_160)_ 5.09208072970627875e+14 OP 
W__concentration_at_point_161____________________________________________ (f_nd_impurity_electrons13_161)_ 5.08894760342062750e+14 OP 
W__concentration_at_point_162____________________________________________ (f_nd_impurity_electrons13_162)_ 5.08579495609892750e+14 OP 
W__concentration_at_point_163____________________________________________ (f_nd_impurity_electrons13_163)_ 5.08262278774117938e+14 OP 
W__concentration_at_point_164____________________________________________ (f_nd_impurity_electrons13_164)_ 5.07943109834738438e+14 OP 
W__concentration_at_point_165____________________________________________ (f_nd_impurity_electrons13_165)_ 5.07621988791754125e+14 OP 
W__concentration_at_point_166____________________________________________ (f_nd_impurity_electrons13_166)_ 5.07298915645165125e+14 OP 
W__concentration_at_point_167____________________________________________ (f_nd_impurity_electrons13_167)_ 5.06973890394971188e+14 OP 
W__concentration_at_point_168____________________________________________ (f_nd_impurity_electrons13_168)_ 5.06646913041172625e+14 OP 
W__concentration_at_point_169____________________________________________ (f_nd_impurity_electrons13_169)_ 5.06317983583769250e+14 OP 
W__concentration_at_point_170____________________________________________ (f_nd_impurity_electrons13_170)_ 5.05987102022761125e+14 OP 
W__concentration_at_point_171____________________________________________ (f_nd_impurity_electrons13_171)_ 5.05654268358148312e+14 OP 
W__concentration_at_point_172____________________________________________ (f_nd_impurity_electrons13_172)_ 5.05319482589930688e+14 OP 
W__concentration_at_point_173____________________________________________ (f_nd_impurity_electrons13_173)_ 5.04982744718108125e+14 OP 
W__concentration_at_point_174____________________________________________ (f_nd_impurity_electrons13_174)_ 5.04644054742681000e+14 OP 
W__concentration_at_point_175____________________________________________ (f_nd_impurity_electrons13_175)_ 5.04303412663648938e+14 OP 
W__concentration_at_point_176____________________________________________ (f_nd_impurity_electrons13_176)_ 5.03960818481012312e+14 OP 
W__concentration_at_point_177____________________________________________ (f_nd_impurity_electrons13_177)_ 5.03616272194770750e+14 OP 
W__concentration_at_point_178____________________________________________ (f_nd_impurity_electrons13_178)_ 5.03269773804924500e+14 OP 
W__concentration_at_point_179____________________________________________ (f_nd_impurity_electrons13_179)_ 5.02921323311473500e+14 OP 
W__concentration_at_point_180____________________________________________ (f_nd_impurity_electrons13_180)_ 5.02570920714417625e+14 OP 
W__concentration_at_point_181____________________________________________ (f_nd_impurity_electrons13_181)_ 5.02218566013757062e+14 OP 
W__concentration_at_point_182____________________________________________ (f_nd_impurity_electrons13_182)_ 5.01864259209491812e+14 OP 
W__concentration_at_point_183____________________________________________ (f_nd_impurity_electrons13_183)_ 5.01508000301621625e+14 OP 
W__concentration_at_point_184____________________________________________ (f_nd_impurity_electrons13_184)_ 5.01149789290146750e+14 OP 
W__concentration_at_point_185____________________________________________ (f_nd_impurity_electrons13_185)_ 5.00789626175067125e+14 OP 
W__concentration_at_point_186____________________________________________ (f_nd_impurity_electrons13_186)_ 5.00427510956382688e+14 OP 
W__concentration_at_point_187____________________________________________ (f_nd_impurity_electrons13_187)_ 5.00063443634093562e+14 OP 
W__concentration_at_point_188____________________________________________ (f_nd_impurity_electrons13_188)_ 4.99697424208199562e+14 OP 
W__concentration_at_point_189____________________________________________ (f_nd_impurity_electrons13_189)_ 4.99329452678700875e+14 OP 
W__concentration_at_point_190____________________________________________ (f_nd_impurity_electrons13_190)_ 4.98959529045597375e+14 OP 
W__concentration_at_point_191____________________________________________ (f_nd_impurity_electrons13_191)_ 4.98587653308889125e+14 OP 
W__concentration_at_point_192____________________________________________ (f_nd_impurity_electrons13_192)_ 4.98213825468576125e+14 OP 
W__concentration_at_point_193____________________________________________ (f_nd_impurity_electrons13_193)_ 4.97838045524658312e+14 OP 
W__concentration_at_point_194____________________________________________ (f_nd_impurity_electrons13_194)_ 4.97460313477135750e+14 OP 
W__concentration_at_point_195____________________________________________ (f_nd_impurity_electrons13_195)_ 4.97080629326008438e+14 OP 
W__concentration_at_point_196____________________________________________ (f_nd_impurity_electrons13_196)_ 4.96698993071276375e+14 OP 
W__concentration_at_point_197____________________________________________ (f_nd_impurity_electrons13_197)_ 4.96315404712939500e+14 OP 
W__concentration_at_point_198____________________________________________ (f_nd_impurity_electrons13_198)_ 4.95929864250997812e+14 OP 
W__concentration_at_point_199____________________________________________ (f_nd_impurity_electrons13_199)_ 4.95542371685451500e+14 OP 
W__concentration_at_point_200____________________________________________ (f_nd_impurity_electrons13_200)_ 4.95152927016300250e+14 OP 
W__concentration_at_point_201____________________________________________ (f_nd_impurity_electrons13_201)_ 4.94761530243544375e+14 OP 
W__concentration_at_point_202____________________________________________ (f_nd_impurity_electrons13_202)_ 4.94368181367183625e+14 OP 
W__concentration_at_point_203____________________________________________ (f_nd_impurity_electrons13_203)_ 4.93972880387218188e+14 OP 
W__concentration_at_point_204____________________________________________ (f_nd_impurity_electrons13_204)_ 4.93575627303648000e+14 OP 
W__concentration_at_point_205____________________________________________ (f_nd_impurity_electrons13_205)_ 4.93176422116473062e+14 OP 
W__concentration_at_point_206____________________________________________ (f_nd_impurity_electrons13_206)_ 4.92775264825693250e+14 OP 
W__concentration_at_point_207____________________________________________ (f_nd_impurity_electrons13_207)_ 4.92372155431308688e+14 OP 
W__concentration_at_point_208____________________________________________ (f_nd_impurity_electrons13_208)_ 4.91967093933319438e+14 OP 
W__concentration_at_point_209____________________________________________ (f_nd_impurity_electrons13_209)_ 4.91560080331725312e+14 OP 
W__concentration_at_point_210____________________________________________ (f_nd_impurity_electrons13_210)_ 4.91151114626526438e+14 OP 
W__concentration_at_point_211____________________________________________ (f_nd_impurity_electrons13_211)_ 4.90740196817722875e+14 OP 
W__concentration_at_point_212____________________________________________ (f_nd_impurity_electrons13_212)_ 4.90327326905314562e+14 OP 
W__concentration_at_point_213____________________________________________ (f_nd_impurity_electrons13_213)_ 4.89912504889301438e+14 OP 
W__concentration_at_point_214____________________________________________ (f_nd_impurity_electrons13_214)_ 4.89495730769683438e+14 OP 
W__concentration_at_point_215____________________________________________ (f_nd_impurity_electrons13_215)_ 4.89077004546460750e+14 OP 
W__concentration_at_point_216____________________________________________ (f_nd_impurity_electrons13_216)_ 4.88656326219633312e+14 OP 
W__concentration_at_point_217____________________________________________ (f_nd_impurity_electrons13_217)_ 4.88233695789201125e+14 OP 
W__concentration_at_point_218____________________________________________ (f_nd_impurity_electrons13_218)_ 4.87809113255164188e+14 OP 
W__concentration_at_point_219____________________________________________ (f_nd_impurity_electrons13_219)_ 4.87382578617522438e+14 OP 
W__concentration_at_point_220____________________________________________ (f_nd_impurity_electrons13_220)_ 4.86954091876275875e+14 OP 
W__concentration_at_point_221____________________________________________ (f_nd_impurity_electrons13_221)_ 4.86523653031424625e+14 OP 
W__concentration_at_point_222____________________________________________ (f_nd_impurity_electrons13_222)_ 4.86091262082968562e+14 OP 
W__concentration_at_point_223____________________________________________ (f_nd_impurity_electrons13_223)_ 4.85656919030907750e+14 OP 
W__concentration_at_point_224____________________________________________ (f_nd_impurity_electrons13_224)_ 4.85220623875242125e+14 OP 
W__concentration_at_point_225____________________________________________ (f_nd_impurity_electrons13_225)_ 4.84782376615971750e+14 OP 
W__concentration_at_point_226____________________________________________ (f_nd_impurity_electrons13_226)_ 4.84342177253096688e+14 OP 
W__concentration_at_point_227____________________________________________ (f_nd_impurity_electrons13_227)_ 4.83900025786616750e+14 OP 
W__concentration_at_point_228____________________________________________ (f_nd_impurity_electrons13_228)_ 4.83455922216532188e+14 OP 
W__concentration_at_point_229____________________________________________ (f_nd_impurity_electrons13_229)_ 4.83009866542842688e+14 OP 
W__concentration_at_point_230____________________________________________ (f_nd_impurity_electrons13_230)_ 4.82561858765548562e+14 OP 
W__concentration_at_point_231____________________________________________ (f_nd_impurity_electrons13_231)_ 4.82111898884649562e+14 OP 
W__concentration_at_point_232____________________________________________ (f_nd_impurity_electrons13_232)_ 4.81659986900145812e+14 OP 
W__concentration_at_point_233____________________________________________ (f_nd_impurity_electrons13_233)_ 4.81206122812037312e+14 OP 
W__concentration_at_point_234____________________________________________ (f_nd_impurity_electrons13_234)_ 4.80750306620324125e+14 OP 
W__concentration_at_point_235____________________________________________ (f_nd_impurity_electrons13_235)_ 4.80292538325006062e+14 OP 
W__concentration_at_point_236____________________________________________ (f_nd_impurity_electrons13_236)_ 4.79832817926083250e+14 OP 
W__concentration_at_point_237____________________________________________ (f_nd_impurity_electrons13_237)_ 4.79371145423555688e+14 OP 
W__concentration_at_point_238____________________________________________ (f_nd_impurity_electrons13_238)_ 4.78907520817423375e+14 OP 
W__concentration_at_point_239____________________________________________ (f_nd_impurity_electrons13_239)_ 4.78441944107686250e+14 OP 
W__concentration_at_point_240____________________________________________ (f_nd_impurity_electrons13_240)_ 4.77974415294344438e+14 OP 
W__concentration_at_point_241____________________________________________ (f_nd_impurity_electrons13_241)_ 4.77504934377397750e+14 OP 
W__concentration_at_point_242____________________________________________ (f_nd_impurity_electrons13_242)_ 4.77033501356846312e+14 OP 
W__concentration_at_point_243____________________________________________ (f_nd_impurity_electrons13_243)_ 4.76560116232690188e+14 OP 
W__concentration_at_point_244____________________________________________ (f_nd_impurity_electrons13_244)_ 4.76084779004929250e+14 OP 
W__concentration_at_point_245____________________________________________ (f_nd_impurity_electrons13_245)_ 4.75607489673563562e+14 OP 
W__concentration_at_point_246____________________________________________ (f_nd_impurity_electrons13_246)_ 4.75128248238593000e+14 OP 
W__concentration_at_point_247____________________________________________ (f_nd_impurity_electrons13_247)_ 4.74647054700017812e+14 OP 
W__concentration_at_point_248____________________________________________ (f_nd_impurity_electrons13_248)_ 4.74163909057837812e+14 OP 
W__concentration_at_point_249____________________________________________ (f_nd_impurity_electrons13_249)_ 4.73678811312053000e+14 OP 
W__concentration_at_point_250____________________________________________ (f_nd_impurity_electrons13_250)_ 4.73191761462663438e+14 OP 
W__concentration_at_point_251____________________________________________ (f_nd_impurity_electrons13_251)_ 4.72702759509669125e+14 OP 
W__concentration_at_point_252____________________________________________ (f_nd_impurity_electrons13_252)_ 4.72211805453070062e+14 OP 
W__concentration_at_point_253____________________________________________ (f_nd_impurity_electrons13_253)_ 4.71718899292866188e+14 OP 
W__concentration_at_point_254____________________________________________ (f_nd_impurity_electrons13_254)_ 4.71224041029057625e+14 OP 
W__concentration_at_point_255____________________________________________ (f_nd_impurity_electrons13_255)_ 4.70727230661644188e+14 OP 
W__concentration_at_point_256____________________________________________ (f_nd_impurity_electrons13_256)_ 4.70228468190626062e+14 OP 
W__concentration_at_point_257____________________________________________ (f_nd_impurity_electrons13_257)_ 4.69727753616003125e+14 OP 
W__concentration_at_point_258____________________________________________ (f_nd_impurity_electrons13_258)_ 4.69225086937775500e+14 OP 
W__concentration_at_point_259____________________________________________ (f_nd_impurity_electrons13_259)_ 4.68720468155943062e+14 OP 
W__concentration_at_point_260____________________________________________ (f_nd_impurity_electrons13_260)_ 4.68213897270505812e+14 OP 
W__concentration_at_point_261____________________________________________ (f_nd_impurity_electrons13_261)_ 4.67705374281463750e+14 OP 
W__concentration_at_point_262____________________________________________ (f_nd_impurity_electrons13_262)_ 4.67194899188817000e+14 OP 
W__concentration_at_point_263____________________________________________ (f_nd_impurity_electrons13_263)_ 4.66682471992565500e+14 OP 
W__concentration_at_point_264____________________________________________ (f_nd_impurity_electrons13_264)_ 4.66168092692709250e+14 OP 
W__concentration_at_point_265____________________________________________ (f_nd_impurity_electrons13_265)_ 4.65651761289248125e+14 OP 
W__concentration_at_point_266____________________________________________ (f_nd_impurity_electrons13_266)_ 4.65133477782182312e+14 OP 
W__concentration_at_point_267____________________________________________ (f_nd_impurity_electrons13_267)_ 4.64613242171511625e+14 OP 
W__concentration_at_point_268____________________________________________ (f_nd_impurity_electrons13_268)_ 4.64091054457236375e+14 OP 
W__concentration_at_point_269____________________________________________ (f_nd_impurity_electrons13_269)_ 4.63566914639356188e+14 OP 
W__concentration_at_point_270____________________________________________ (f_nd_impurity_electrons13_270)_ 4.63040822717871375e+14 OP 
W__concentration_at_point_271____________________________________________ (f_nd_impurity_electrons13_271)_ 4.62512778692781625e+14 OP 
W__concentration_at_point_272____________________________________________ (f_nd_impurity_electrons13_272)_ 4.61982782564087188e+14 OP 
W__concentration_at_point_273____________________________________________ (f_nd_impurity_electrons13_273)_ 4.61450834331787938e+14 OP 
W__concentration_at_point_274____________________________________________ (f_nd_impurity_electrons13_274)_ 4.60916933995884000e+14 OP 
W__concentration_at_point_275____________________________________________ (f_nd_impurity_electrons13_275)_ 4.60381081556375250e+14 OP 
W__concentration_at_point_276____________________________________________ (f_nd_impurity_electrons13_276)_ 4.59843277013261812e+14 OP 
W__concentration_at_point_277____________________________________________ (f_nd_impurity_electrons13_277)_ 4.59303520366543438e+14 OP 
W__concentration_at_point_278____________________________________________ (f_nd_impurity_electrons13_278)_ 4.58761811616220500e+14 OP 
W__concentration_at_point_279____________________________________________ (f_nd_impurity_electrons13_279)_ 4.58218150762292625e+14 OP 
W__concentration_at_point_280____________________________________________ (f_nd_impurity_electrons13_280)_ 4.57672537804760062e+14 OP 
W__concentration_at_point_281____________________________________________ (f_nd_impurity_electrons13_281)_ 4.57124972743622688e+14 OP 
W__concentration_at_point_282____________________________________________ (f_nd_impurity_electrons13_282)_ 4.56575455578880625e+14 OP 
W__concentration_at_point_283____________________________________________ (f_nd_impurity_electrons13_283)_ 4.56023986310533812e+14 OP 
W__concentration_at_point_284____________________________________________ (f_nd_impurity_electrons13_284)_ 4.55470564938582125e+14 OP 
W__concentration_at_point_285____________________________________________ (f_nd_impurity_electrons13_285)_ 4.54915191463025750e+14 OP 
W__concentration_at_point_286____________________________________________ (f_nd_impurity_electrons13_286)_ 4.54357865883864500e+14 OP 
W__concentration_at_point_287____________________________________________ (f_nd_impurity_electrons13_287)_ 4.53798588201098562e+14 OP 
W__concentration_at_point_288____________________________________________ (f_nd_impurity_electrons13_288)_ 4.53237358414727875e+14 OP 
W__concentration_at_point_289____________________________________________ (f_nd_impurity_electrons13_289)_ 4.52674176524752375e+14 OP 
W__concentration_at_point_290____________________________________________ (f_nd_impurity_electrons13_290)_ 4.52109042531172062e+14 OP 
W__concentration_at_point_291____________________________________________ (f_nd_impurity_electrons13_291)_ 4.51541956433987062e+14 OP 
W__concentration_at_point_292____________________________________________ (f_nd_impurity_electrons13_292)_ 4.50972918233197312e+14 OP 
W__concentration_at_point_293____________________________________________ (f_nd_impurity_electrons13_293)_ 4.50401927928802688e+14 OP 
W__concentration_at_point_294____________________________________________ (f_nd_impurity_electrons13_294)_ 4.49828985520803375e+14 OP 
W__concentration_at_point_295____________________________________________ (f_nd_impurity_electrons13_295)_ 4.49254091009199375e+14 OP 
W__concentration_at_point_296____________________________________________ (f_nd_impurity_electrons13_296)_ 4.48677244393990438e+14 OP 
W__concentration_at_point_297____________________________________________ (f_nd_impurity_electrons13_297)_ 4.48098445675176812e+14 OP 
W__concentration_at_point_298____________________________________________ (f_nd_impurity_electrons13_298)_ 4.47517694852758438e+14 OP 
W__concentration_at_point_299____________________________________________ (f_nd_impurity_electrons13_299)_ 4.46934991926735188e+14 OP 
W__concentration_at_point_300____________________________________________ (f_nd_impurity_electrons13_300)_ 4.46350336897107250e+14 OP 
W__concentration_at_point_301____________________________________________ (f_nd_impurity_electrons13_301)_ 4.45763729763874625e+14 OP 
W__concentration_at_point_302____________________________________________ (f_nd_impurity_electrons13_302)_ 4.45175170527037125e+14 OP 
W__concentration_at_point_303____________________________________________ (f_nd_impurity_electrons13_303)_ 4.44584659186595000e+14 OP 
W__concentration_at_point_304____________________________________________ (f_nd_impurity_electrons13_304)_ 4.43992195742547938e+14 OP 
W__concentration_at_point_305____________________________________________ (f_nd_impurity_electrons13_305)_ 4.43397780194896125e+14 OP 
W__concentration_at_point_306____________________________________________ (f_nd_impurity_electrons13_306)_ 4.42801412543639562e+14 OP 
W__concentration_at_point_307____________________________________________ (f_nd_impurity_electrons13_307)_ 4.42203092788778312e+14 OP 
W__concentration_at_point_308____________________________________________ (f_nd_impurity_electrons13_308)_ 4.41602820930312250e+14 OP 
W__concentration_at_point_309____________________________________________ (f_nd_impurity_electrons13_309)_ 4.41000596968241438e+14 OP 
W__concentration_at_point_310____________________________________________ (f_nd_impurity_electrons13_310)_ 4.40396420902565750e+14 OP 
W__concentration_at_point_311____________________________________________ (f_nd_impurity_electrons13_311)_ 4.39790292733285375e+14 OP 
W__concentration_at_point_312____________________________________________ (f_nd_impurity_electrons13_312)_ 4.39182212460400188e+14 OP 
W__concentration_at_point_313____________________________________________ (f_nd_impurity_electrons13_313)_ 4.38572180083910375e+14 OP 
W__concentration_at_point_314____________________________________________ (f_nd_impurity_electrons13_314)_ 4.37960195603815688e+14 OP 
W__concentration_at_point_315____________________________________________ (f_nd_impurity_electrons13_315)_ 4.37346259020116188e+14 OP 
W__concentration_at_point_316____________________________________________ (f_nd_impurity_electrons13_316)_ 4.36730370332811938e+14 OP 
W__concentration_at_point_317____________________________________________ (f_nd_impurity_electrons13_317)_ 4.36112529541903000e+14 OP 
W__concentration_at_point_318____________________________________________ (f_nd_impurity_electrons13_318)_ 4.35492736647389250e+14 OP 
W__concentration_at_point_319____________________________________________ (f_nd_impurity_electrons13_319)_ 4.34870991649270688e+14 OP 
W__concentration_at_point_320____________________________________________ (f_nd_impurity_electrons13_320)_ 4.34247294547547438e+14 OP 
W__concentration_at_point_321____________________________________________ (f_nd_impurity_electrons13_321)_ 4.33621645342219438e+14 OP 
W__concentration_at_point_322____________________________________________ (f_nd_impurity_electrons13_322)_ 4.32994044033286562e+14 OP 
W__concentration_at_point_323____________________________________________ (f_nd_impurity_electrons13_323)_ 4.32364490620748938e+14 OP 
W__concentration_at_point_324____________________________________________ (f_nd_impurity_electrons13_324)_ 4.31732985104606625e+14 OP 
W__concentration_at_point_325____________________________________________ (f_nd_impurity_electrons13_325)_ 4.31099527484859438e+14 OP 
W__concentration_at_point_326____________________________________________ (f_nd_impurity_electrons13_326)_ 4.30464117761507500e+14 OP 
W__concentration_at_point_327____________________________________________ (f_nd_impurity_electrons13_327)_ 4.29826755934550938e+14 OP 
W__concentration_at_point_328____________________________________________ (f_nd_impurity_electrons13_328)_ 4.29187442003989500e+14 OP 
W__concentration_at_point_329____________________________________________ (f_nd_impurity_electrons13_329)_ 4.28546175969823312e+14 OP 
W__concentration_at_point_330____________________________________________ (f_nd_impurity_electrons13_330)_ 4.27902957832052250e+14 OP 
W__concentration_at_point_331____________________________________________ (f_nd_impurity_electrons13_331)_ 4.27257787590676625e+14 OP 
W__concentration_at_point_332____________________________________________ (f_nd_impurity_electrons13_332)_ 4.26610665245696125e+14 OP 
W__concentration_at_point_333____________________________________________ (f_nd_impurity_electrons13_333)_ 4.25961590797110812e+14 OP 
W__concentration_at_point_334____________________________________________ (f_nd_impurity_electrons13_334)_ 4.25310564244920875e+14 OP 
W__concentration_at_point_335____________________________________________ (f_nd_impurity_electrons13_335)_ 4.24657585589126000e+14 OP 
W__concentration_at_point_336____________________________________________ (f_nd_impurity_electrons13_336)_ 4.24002654829726438e+14 OP 
W__concentration_at_point_337____________________________________________ (f_nd_impurity_electrons13_337)_ 4.23345771966722062e+14 OP 
W__concentration_at_point_338____________________________________________ (f_nd_impurity_electrons13_338)_ 4.22686937000113000e+14 OP 
W__concentration_at_point_339____________________________________________ (f_nd_impurity_electrons13_339)_ 4.22026149929899062e+14 OP 
W__concentration_at_point_340____________________________________________ (f_nd_impurity_electrons13_340)_ 4.21363410756080500e+14 OP 
W__concentration_at_point_341____________________________________________ (f_nd_impurity_electrons13_341)_ 4.20698719478657062e+14 OP 
W__concentration_at_point_342____________________________________________ (f_nd_impurity_electrons13_342)_ 4.20032076097628938e+14 OP 
W__concentration_at_point_343____________________________________________ (f_nd_impurity_electrons13_343)_ 4.19363480612995938e+14 OP 
W__concentration_at_point_344____________________________________________ (f_nd_impurity_electrons13_344)_ 4.18692933024758312e+14 OP 
W__concentration_at_point_345____________________________________________ (f_nd_impurity_electrons13_345)_ 4.18020433332915750e+14 OP 
W__concentration_at_point_346____________________________________________ (f_nd_impurity_electrons13_346)_ 4.17345981537468562e+14 OP 
W__concentration_at_point_347____________________________________________ (f_nd_impurity_electrons13_347)_ 4.16669577638416500e+14 OP 
W__concentration_at_point_348____________________________________________ (f_nd_impurity_electrons13_348)_ 4.15991221635759750e+14 OP 
W__concentration_at_point_349____________________________________________ (f_nd_impurity_electrons13_349)_ 4.15310913529498188e+14 OP 
W__concentration_at_point_350____________________________________________ (f_nd_impurity_electrons13_350)_ 4.14628653319631875e+14 OP 
W__concentration_at_point_351____________________________________________ (f_nd_impurity_electrons13_351)_ 4.13944441006160812e+14 OP 
W__concentration_at_point_352____________________________________________ (f_nd_impurity_electrons13_352)_ 4.13258276589084938e+14 OP 
W__concentration_at_point_353____________________________________________ (f_nd_impurity_electrons13_353)_ 4.12570160068404312e+14 OP 
W__concentration_at_point_354____________________________________________ (f_nd_impurity_electrons13_354)_ 4.11880091444118938e+14 OP 
W__concentration_at_point_355____________________________________________ (f_nd_impurity_electrons13_355)_ 4.11188070716228750e+14 OP 
W__concentration_at_point_356____________________________________________ (f_nd_impurity_electrons13_356)_ 4.10494097884733875e+14 OP 
W__concentration_at_point_357____________________________________________ (f_nd_impurity_electrons13_357)_ 4.09798172949634125e+14 OP 
W__concentration_at_point_358____________________________________________ (f_nd_impurity_electrons13_358)_ 4.09100295910929750e+14 OP 
W__concentration_at_point_359____________________________________________ (f_nd_impurity_electrons13_359)_ 4.08400466768620438e+14 OP 
W__concentration_at_point_360____________________________________________ (f_nd_impurity_electrons13_360)_ 4.07698685522706438e+14 OP 
W__concentration_at_point_361____________________________________________ (f_nd_impurity_electrons13_361)_ 4.06994952173187688e+14 OP 
W__concentration_at_point_362____________________________________________ (f_nd_impurity_electrons13_362)_ 4.06289266720064188e+14 OP 
W__concentration_at_point_363____________________________________________ (f_nd_impurity_electrons13_363)_ 4.05581629163335875e+14 OP 
W__concentration_at_point_364____________________________________________ (f_nd_impurity_electrons13_364)_ 4.04872039503002750e+14 OP 
W__concentration_at_point_365____________________________________________ (f_nd_impurity_electrons13_365)_ 4.04160497739064938e+14 OP 
W__concentration_at_point_366____________________________________________ (f_nd_impurity_electrons13_366)_ 4.03447003871522375e+14 OP 
W__concentration_at_point_367____________________________________________ (f_nd_impurity_electrons13_367)_ 4.02731557900374938e+14 OP 
W__concentration_at_point_368____________________________________________ (f_nd_impurity_electrons13_368)_ 4.02014159825622812e+14 OP 
W__concentration_at_point_369____________________________________________ (f_nd_impurity_electrons13_369)_ 4.01294809647265938e+14 OP 
W__concentration_at_point_370____________________________________________ (f_nd_impurity_electrons13_370)_ 4.00573507365304250e+14 OP 
W__concentration_at_point_371____________________________________________ (f_nd_impurity_electrons13_371)_ 3.99850252979737812e+14 OP 
W__concentration_at_point_372____________________________________________ (f_nd_impurity_electrons13_372)_ 3.99125046490566625e+14 OP 
W__concentration_at_point_373____________________________________________ (f_nd_impurity_electrons13_373)_ 3.98397887897790688e+14 OP 
W__concentration_at_point_374____________________________________________ (f_nd_impurity_electrons13_374)_ 3.97668777201409938e+14 OP 
W__concentration_at_point_375____________________________________________ (f_nd_impurity_electrons13_375)_ 3.96937714401424375e+14 OP 
W__concentration_at_point_376____________________________________________ (f_nd_impurity_electrons13_376)_ 3.96204699497834125e+14 OP 
W__concentration_at_point_377____________________________________________ (f_nd_impurity_electrons13_377)_ 3.95469732490639062e+14 OP 
W__concentration_at_point_378____________________________________________ (f_nd_impurity_electrons13_378)_ 3.94732813379839188e+14 OP 
W__concentration_at_point_379____________________________________________ (f_nd_impurity_electrons13_379)_ 3.93993942165434750e+14 OP 
W__concentration_at_point_380____________________________________________ (f_nd_impurity_electrons13_380)_ 3.93253118847425312e+14 OP 
W__concentration_at_point_381____________________________________________ (f_nd_impurity_electrons13_381)_ 3.92510343425811188e+14 OP 
W__concentration_at_point_382____________________________________________ (f_nd_impurity_electrons13_382)_ 3.91765615900592312e+14 OP 
W__concentration_at_point_383____________________________________________ (f_nd_impurity_electrons13_383)_ 3.91018936271768625e+14 OP 
W__concentration_at_point_384____________________________________________ (f_nd_impurity_electrons13_384)_ 3.90270304539340250e+14 OP 
W__concentration_at_point_385____________________________________________ (f_nd_impurity_electrons13_385)_ 3.89519720703307062e+14 OP 
W__concentration_at_point_386____________________________________________ (f_nd_impurity_electrons13_386)_ 3.88767184763669062e+14 OP 
W__concentration_at_point_387____________________________________________ (f_nd_impurity_electrons13_387)_ 3.88012696720426375e+14 OP 
W__concentration_at_point_388____________________________________________ (f_nd_impurity_electrons13_388)_ 3.87256256573578875e+14 OP 
W__concentration_at_point_389____________________________________________ (f_nd_impurity_electrons13_389)_ 3.86497864323126562e+14 OP 
W__concentration_at_point_390____________________________________________ (f_nd_impurity_electrons13_390)_ 3.85737519969069562e+14 OP 
W__concentration_at_point_391____________________________________________ (f_nd_impurity_electrons13_391)_ 3.84975223511407875e+14 OP 
W__concentration_at_point_392____________________________________________ (f_nd_impurity_electrons13_392)_ 3.84210974950141250e+14 OP 
