# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g5960a7fe7" 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile98)_ 2.75257094002922686e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile99)_ 2.75246705451343177e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile100)_ 2.75236205108791410e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile101)_ 2.75225592776977379e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile102)_ 2.75214868255275880e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile103)_ 2.75204031340715805e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile104)_ 2.75193081827969088e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile105)_ 2.75182019509339781e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile106)_ 2.75169922552067270e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile107)_ 2.75157287673361362e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile108)_ 2.75144525867433654e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile109)_ 2.75131636892469222e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile110)_ 2.75118620503956457e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile111)_ 2.75105476454674003e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile112)_ 2.75092204494677350e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile113)_ 2.75078804371285557e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile114)_ 2.75065275829067568e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile115)_ 2.75051618609828630e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile116)_ 2.75037832452596431e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile117)_ 2.75023917093607029e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile118)_ 2.75009872266290722e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile119)_ 2.74995697701257580e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile120)_ 2.74981393126283313e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile121)_ 2.74966958266294226e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile122)_ 2.74952392843352733e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile123)_ 2.74937696576642177e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile124)_ 2.74922869182451945e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile125)_ 2.74907910374161979e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile126)_ 2.74892819862227533e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile127)_ 2.74877597354163461e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile128)_ 2.74862242554528535e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile129)_ 2.74846755164909373e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile130)_ 2.74831134883904671e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile131)_ 2.74815381407108683e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile132)_ 2.74799494427094881e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile133)_ 2.74783473633399478e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile134)_ 2.74767318712504593e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile135)_ 2.74751029347821518e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile136)_ 2.74734605219673345e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile137)_ 2.74718046005278005e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile138)_ 2.74701351378730774e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile139)_ 2.74684521010986860e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile140)_ 2.74667554569843286e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile141)_ 2.74650451719921440e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile142)_ 2.74633212122648596e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile143)_ 2.74615835436240063e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile144)_ 2.74598321315680360e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile145)_ 2.74580724803215626e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile146)_ 2.74563007615205334e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile147)_ 2.74545152506206280e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile148)_ 2.74527159119575836e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile149)_ 2.74509027095359714e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile150)_ 2.74490756070273267e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile151)_ 2.74472345677681506e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile152)_ 2.74453795547579293e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile153)_ 2.74435105306571936e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile154)_ 2.74416274577854891e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile155)_ 2.74397302981193292e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile156)_ 2.74378190132902144e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile157)_ 2.74358935645825319e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile158)_ 2.74339539129315213e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile159)_ 2.74320000189211344e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile160)_ 2.74300318427819789e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile161)_ 2.74280493443891737e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile162)_ 2.74260524832601993e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile163)_ 2.74240412185527704e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile164)_ 2.74220155090626427e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile165)_ 2.74199753132214008e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile166)_ 2.74179205890942956e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile167)_ 2.74158512943780064e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile168)_ 2.74137673863983578e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile169)_ 2.74116688221081395e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile170)_ 2.74095555580847661e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile171)_ 2.74074275505280118e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile172)_ 2.74052847552577195e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile173)_ 2.74031271277114463e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile174)_ 2.74009464342691578e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile175)_ 2.73985312987862883e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile176)_ 2.73960996527837253e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile177)_ 2.73936514456764080e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile178)_ 2.73911866264478565e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile179)_ 2.73887051436475781e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile180)_ 2.73862069453883494e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile181)_ 2.73836919793436495e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile182)_ 2.73811601927449200e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile183)_ 2.73786115323788737e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile184)_ 2.73760459445848658e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile185)_ 2.73734633752520740e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile186)_ 2.73708637698168156e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile187)_ 2.73682470732598038e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile188)_ 2.73656132301033628e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile189)_ 2.73629621844086612e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile190)_ 2.73602938797729411e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile191)_ 2.73576082593266667e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile192)_ 2.73549052657307668e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile193)_ 2.73521848411737789e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile194)_ 2.73494469273689900e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile195)_ 2.73466914655516380e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile196)_ 2.73439183964760213e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile197)_ 2.73411276604126163e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile198)_ 2.73383191971452488e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile199)_ 2.73352858310599434e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile200)_ 2.73318621675588291e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile201)_ 2.73284170019083428e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile202)_ 2.73249502603646333e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile203)_ 2.73214618685932464e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile204)_ 2.73179517516657677e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile205)_ 2.73144198340564381e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile206)_ 2.73108660396387748e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile207)_ 2.73072902916822136e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile208)_ 2.73036925128486940e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile209)_ 2.73000726251892978e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile210)_ 2.72964305501408733e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile211)_ 2.72927662085226563e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile212)_ 2.72890795205328862e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile213)_ 2.72853704057454394e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile214)_ 2.72816387831064810e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile215)_ 2.72778845709311168e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile216)_ 2.72741076869000132e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile217)_ 2.72703080480560978e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile218)_ 2.72664855708012421e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile219)_ 2.72626401708929178e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile220)_ 2.72587768287602827e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile221)_ 2.72549063387732815e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile222)_ 2.72510127933336088e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile223)_ 2.72470961060333394e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile224)_ 2.72431561898072117e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile225)_ 2.72391929569294611e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile226)_ 2.72352063190106497e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile227)_ 2.72311961869945707e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile228)_ 2.72271624711551885e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile229)_ 2.72231050810935704e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile230)_ 2.72190239257348798e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile231)_ 2.72149189133254277e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile232)_ 2.72107899514297280e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile233)_ 2.72066369469276292e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile234)_ 2.72024598060114764e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile235)_ 2.71982584341833489e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile236)_ 2.71940327362523071e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile237)_ 2.71897826163317635e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile238)_ 2.71855079778368491e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile239)_ 2.71810458385990739e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile240)_ 2.71763378022260449e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile241)_ 2.71716028068631621e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile242)_ 2.71668407452936878e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile243)_ 2.71620515095394355e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile244)_ 2.71572349908585986e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile245)_ 2.71523910797435919e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile246)_ 2.71475196659191020e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile247)_ 2.71426206383401780e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile248)_ 2.71376938851904725e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile249)_ 2.71327392938805811e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile250)_ 2.71277567510465190e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile251)_ 2.71227461425483440e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile252)_ 2.71177073534688828e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile253)_ 2.71126402681126732e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile254)_ 2.71075447700049477e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile255)_ 2.71024207418909180e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile256)_ 2.70968528273644704e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile257)_ 2.70909622723074373e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile258)_ 2.70850390058676105e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile259)_ 2.70790828934065653e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile260)_ 2.70730937994239618e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile261)_ 2.70670715875581536e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile262)_ 2.70610161205872268e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile263)_ 2.70549272604301816e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile264)_ 2.70488048681484239e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile265)_ 2.70426488039475865e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile266)_ 2.70364589271795541e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile267)_ 2.70302350963448967e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile268)_ 2.70239771690956010e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile269)_ 2.70176850022380810e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile270)_ 2.70113584517366245e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile271)_ 2.70049375492136789e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile272)_ 2.69976186606665092e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile273)_ 2.69902601363179206e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile274)_ 2.69828618111182061e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile275)_ 2.69754235191230407e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile276)_ 2.69679450935007203e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile277)_ 2.69604263665398625e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile278)_ 2.69528671696578037e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile279)_ 2.69452673334094106e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile280)_ 2.69376266874966497e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile281)_ 2.69299450607787261e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile282)_ 2.69222222812828704e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile283)_ 2.69144581762158408e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile284)_ 2.69066525719761218e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile285)_ 2.68988052941668787e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile286)_ 2.68900862697728860e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile287)_ 2.68812926031204702e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile288)_ 2.68724523902180623e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile289)_ 2.68635654384397249e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile290)_ 2.68546315544122738e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile291)_ 2.68456505440358706e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile292)_ 2.68366222125056542e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile293)_ 2.68275463643345757e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile294)_ 2.68184228033772731e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile295)_ 2.68092513328553084e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile296)_ 2.68000317553835465e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile297)_ 2.67907638729979336e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile298)_ 2.67814474871845620e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile299)_ 2.67709386137076555e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile300)_ 2.67601131783460966e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile301)_ 2.67492317723104911e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile302)_ 2.67382941733559276e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile303)_ 2.67273001588961900e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile304)_ 2.67162495060489036e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile305)_ 2.67051419916829014e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile306)_ 2.66939773924675672e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile307)_ 2.66827554849244564e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile308)_ 2.66714760454812350e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile309)_ 2.66601388505279635e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile310)_ 2.66487436764758456e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile311)_ 2.66364506003469526e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile312)_ 2.66232434129691686e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile313)_ 2.66099696738178881e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile314)_ 2.65966291393056364e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile315)_ 2.65832215663950500e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile316)_ 2.65697467126870190e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile317)_ 2.65562043365125167e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile318)_ 2.65425941970282420e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile319)_ 2.65289160543162739e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile320)_ 2.65151696694878414e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile321)_ 2.65013548047914194e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile322)_ 2.64873043178451884e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile323)_ 2.64713525911917325e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile324)_ 2.64553228183296252e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile325)_ 2.64392147511421616e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile326)_ 2.64230281437067260e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile327)_ 2.64067627524532922e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile328)_ 2.63904183363292200e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile329)_ 2.63739946569707584e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile330)_ 2.63574914788813119e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile331)_ 2.63409085696169498e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile332)_ 2.63242456999792163e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile333)_ 2.63068426673754363e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile334)_ 2.62867860872385339e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile335)_ 2.62666355660227380e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile336)_ 2.62463908835744819e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile337)_ 2.62260518252832009e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile338)_ 2.62056181823728096e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile339)_ 2.61850897522044956e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile340)_ 2.61644663385913301e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile341)_ 2.61437477521252015e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile342)_ 2.61229338105164421e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile343)_ 2.61016123965262103e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile344)_ 2.60769212551393226e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile345)_ 2.60521205354573260e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile346)_ 2.60272101101573927e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile347)_ 2.60021898630147952e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile348)_ 2.59770596894033012e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile349)_ 2.59518194968148119e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile350)_ 2.59264692053989831e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile351)_ 2.59010087485236173e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile352)_ 2.58754380733566780e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile353)_ 2.58484979602917919e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile354)_ 2.58186858102660866e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile355)_ 2.57887503616790248e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile356)_ 2.57586916895238094e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile357)_ 2.57285098890778308e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile358)_ 2.56982050767387937e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile359)_ 2.56677773908928497e+00 OP 
