# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+gb33bf4bac" 
temp_plasma_electron_vol_avg_kev_(upper_bound)___________________________ (boundu001)____________________ 2.50000000000000000e+01 
temp_plasma_electron_vol_avg_kev_(lower_bound)___________________________ (boundl001)____________________ 5.00000000000000000e+00 
beta_total_vol_avg_______________________________________________________ (itvar002)_____________________ 1.12825640636333879e-01 
beta_total_vol_avg_(final_value/initial_value)___________________________ (xcm002)_______________________ 5.64128203181669341e-01 
beta_total_vol_avg_(range_normalised)____________________________________ (nitvar002)____________________ 1.03864283471044302e-01 
beta_total_vol_avg_(upper_bound)_________________________________________ (boundu002)____________________ 1.00000000000000000e+00 
beta_total_vol_avg_(lower_bound)_________________________________________ (boundl002)____________________ 1.00000000000000019e-02 
nd_plasma_electrons_vol_avg______________________________________________ (itvar003)_____________________ 8.79389057306728366e+19 
nd_plasma_electrons_vol_avg_(final_value/initial_value)__________________ (xcm003)_______________________ 5.86259371537818930e-01 
nd_plasma_electrons_vol_avg_(range_normalised)___________________________ (nitvar003)____________________ 8.43086794014952096e-02 
nd_plasma_electrons_vol_avg_(upper_bound)________________________________ (boundu003)____________________ 5.00000000000000000e+20 
nd_plasma_electrons_vol_avg_(lower_bound)________________________________ (boundl003)____________________ 5.00000000000000000e+19 
hfact____________________________________________________________________ (itvar004)_____________________ 1.19999999999904605e+00 
hfact_(final_value/initial_value)________________________________________ (xcm004)_______________________ 1.19999999999904605e+00 
hfact_(range_normalised)_________________________________________________ (nitvar004)____________________ 9.99999999997615241e-01 
hfact_(upper_bound)______________________________________________________ (boundu004)____________________ 1.19999999999999996e+00 
hfact_(lower_bound)______________________________________________________ (boundl004)____________________ 8.00000000000000044e-01 
dr_cs____________________________________________________________________ (itvar005)_____________________ 1.93104396221395413e-01 
dr_cs_(final_value/initial_value)________________________________________ (xcm005)_______________________ 7.72417584885581654e-01 
dr_cs_(range_normalised)_________________________________________________ (nitvar005)____________________ 3.47030630258288120e-01 
dr_cs_(upper_bound)______________________________________________________ (boundu005)____________________ 5.00000000000000000e-01 
dr_cs_(lower_bound)______________________________________________________ (boundl005)____________________ 2.99999999999999989e-02 
q95______________________________________________________________________ (itvar006)_____________________ 6.41030432416058993e+00 
q95_(final_value/initial_value)__________________________________________ (xcm006)_______________________ 1.06838405402676506e+00 
q95_(range_normalised)___________________________________________________ (nitvar006)____________________ 2.00606136715328870e-01 
q95_(upper_bound)________________________________________________________ (boundu006)____________________ 2.00000000000000000e+01 
q95_(lower_bound)________________________________________________________ (boundl006)____________________ 3.00000000000000000e+00 
dr_bore__________________________________________________________________ (itvar007)_____________________ 2.18070445478693226e-01 
dr_bore_(final_value/initial_value)______________________________________ (xcm007)_______________________ 7.26901484928977437e-01 
dr_bore_(range_normalised)_______________________________________________ (nitvar007)____________________ 1.68672064969561719e-01 
dr_bore_(upper_bound)____________________________________________________ (boundu007)____________________ 8.00000000000000044e-01 
dr_bore_(lower_bound)____________________________________________________ (boundl007)____________________ 1.00000000000000006e-01 
dr_tf_nose_case__________________________________________________________ (itvar008)_____________________ 2.54261971128038999e-01 
dr_tf_nose_case_(final_value/initial_value)______________________________ (xcm008)_______________________ 6.35654927820097471e-01 
dr_tf_nose_case_(range_normalised)_______________________________________ (nitvar008)____________________ 4.98493818628650942e-01 
dr_tf_nose_case_(upper_bound)____________________________________________ (boundu008)____________________ 5.00000000000000000e-01 
dr_tf_nose_case_(lower_bound)____________________________________________ (boundl008)____________________ 1.00000000000000019e-02 
dr_shld_inboard__________________________________________________________ (itvar009)_____________________ 2.66677979812930455e-01 
dr_shld_inboard_(final_value/initial_value)______________________________ (xcm009)_______________________ 6.66694949532326109e-01 
dr_shld_inboard_(range_normalised)_______________________________________ (nitvar009)____________________ 2.59270686679727691e-01 
dr_shld_inboard_(upper_bound)____________________________________________ (boundu009)____________________ 1.00000000000000000e+00 
dr_shld_inboard_(lower_bound)____________________________________________ (boundl009)____________________ 1.00000000000000019e-02 
f_nd_alpha_electron______________________________________________________ (itvar010)_____________________ 7.58869870239524680e-02 
f_nd_alpha_electron_(final_value/initial_value)__________________________ (xcm010)_______________________ 3.79434935119762284e-01 
f_nd_alpha_electron_(range_normalised)___________________________________ (nitvar010)____________________ 7.49619489729253796e-02 
f_nd_alpha_electron_(upper_bound)________________________________________ (boundu010)____________________ 1.00000000000000000e+00 
f_nd_alpha_electron_(lower_bound)________________________________________ (boundl010)____________________ 1.00000000000000002e-03 
f_nd_impurity_electrons(13)______________________________________________ (itvar011)_____________________ 7.96158388151746790e-04 
f_nd_impurity_electrons(13)_(final_value/initial_value)__________________ (xcm011)_______________________ 1.59231677630349355e+00 
f_nd_impurity_electrons(13)_(range_normalised)___________________________ (nitvar011)____________________ 7.96149184300931068e-02 
f_nd_impurity_electrons(13)_(upper_bound)________________________________ (boundu011)____________________ 1.00000000000000002e-02 
f_nd_impurity_electrons(13)_(lower_bound)________________________________ (boundl011)____________________ 1.00000000000000002e-08 
dr_tf_wp_with_insulation_________________________________________________ (itvar012)_____________________ 6.24385211828274889e-01 
dr_tf_wp_with_insulation_(final_value/initial_value)_____________________ (xcm012)_______________________ 1.04064201971379156e+00 
dr_tf_wp_with_insulation_(range_normalised)______________________________ (nitvar012)____________________ 5.60963029570687111e-01 
dr_tf_wp_with_insulation_(upper_bound)___________________________________ (boundu012)____________________ 8.00000000000000044e-01 
dr_tf_wp_with_insulation_(lower_bound)___________________________________ (boundl012)____________________ 4.00000000000000022e-01 
f_nd_plasma_pedestal_greenwald___________________________________________ (itvar013)_____________________ 1.00000000001175218e-01 
f_nd_plasma_pedestal_greenwald_(final_value/initial_value)_______________ (xcm013)_______________________ 1.00000000001175215e+00 
f_nd_plasma_pedestal_greenwald_(range_normalised)________________________ (nitvar013)____________________ 1.30579497831857014e-12 
f_nd_plasma_pedestal_greenwald_(upper_bound)_____________________________ (boundu013)____________________ 1.00000000000000000e+00 
f_nd_plasma_pedestal_greenwald_(lower_bound)_____________________________ (boundl013)____________________ 1.00000000000000006e-01 
f_nd_plasma_separatrix_greenwald_________________________________________ (itvar014)_____________________ 1.00000002100842831e-03 
f_nd_plasma_separatrix_greenwald_(final_value/initial_value)_____________ (xcm014)_______________________ 1.00000002100842835e-02 
f_nd_plasma_separatrix_greenwald_(range_normalised)______________________ (nitvar014)____________________ 2.12206346770754494e-10 
f_nd_plasma_separatrix_greenwald_(upper_bound)___________________________ (boundu014)____________________ 1.00000000000000006e-01 
f_nd_plasma_separatrix_greenwald_(lower_bound)___________________________ (boundl014)____________________ 1.00000000000000002e-03 
Beta_consistency__________________normalised_residue_____________________ (eq_con001)____________________ -3.33066907387546962e-16 
Beta_consistency__________________residual_______________________________ (res_eq_con001)________________ 3.75784872007624651e-17 
Beta_consistency__________________constraint_value_______________________ (val_eq_con001)________________ 1.12825640636333824e-01 
Beta_consistency__________________units__________________________________ (eq_units_con001)______________           '' 
Global_power_balance_consistency__normalised_residue_____________________ (eq_con002)____________________ 5.32907051820075139e-15 
Global_power_balance_consistency__residual_______________________________ (res_eq_con002)________________ -2.02980879861553014e-15 
Global_power_balance_consistency__constraint_value_______________________ (val_eq_con002)________________ 3.80893589544929412e-01 
Global_power_balance_consistency__units__________________________________ (eq_units_con002)______________      'MW/m3' 
Radial_build_consistency__________normalised_residue_____________________ (eq_con011)____________________ -2.42664111027579565e-10 
Radial_build_consistency__________residual_______________________________ (res_eq_con011)________________ 1.09198849962410804e-09 
Radial_build_consistency__________constraint_value_______________________ (val_eq_con011)________________ 4.49999999890801128e+00 
Radial_build_consistency__________units__________________________________ (eq_units_con011)______________          'm' 
Fusion_power_upper_limit__________normalised_residue_____________________ (ineq_con009)__________________ 2.06566181826875028e-01 
Fusion_power_upper_limit__________physical_value_________________________ (ineq_value_con009)____________ 2.39332603131366568e+03 
Fusion_power_upper_limit__________symbol_________________________________ (ineq_symbol_con009)___________         '<=' 
Fusion_power_upper_limit__________units__________________________________ (ineq_units_con009)____________         'MW' 
Fusion_power_upper_limit__________physical_bound_________________________ (ineq_bound_con009)____________ 3.01641545456718723e+03 
Net_electric_power_lower_limit____normalised_residue_____________________ (ineq_con016)__________________ 3.36641532971553969e-01 
Net_electric_power_lower_limit____physical_value_________________________ (ineq_value_con016)____________ 1.33664153297155394e+02 
Net_electric_power_lower_limit____symbol_________________________________ (ineq_symbol_con016)___________         '>=' 
Net_electric_power_lower_limit____units__________________________________ (ineq_units_con016)____________         'MW' 
Net_electric_power_lower_limit____physical_bound_________________________ (ineq_bound_con016)____________ 1.00000000000000000e+02 
Density_upper_limit_______________normalised_residue_____________________ (ineq_con005)__________________ 3.48109319148193208e-11 
Density_upper_limit_______________physical_value_________________________ (ineq_value_con005)____________ 1.16823619098744979e+20 
Density_upper_limit_______________symbol_________________________________ (ineq_symbol_con005)___________         '<=' 
Density_upper_limit_______________units__________________________________ (ineq_units_con005)____________        '/m3' 
Density_upper_limit_______________physical_bound_________________________ (ineq_bound_con005)____________ 1.16823619102811718e+20 
Beta_upper_limit__________________normalised_residue_____________________ (ineq_con024)__________________ 1.90570277392177134e-01 
Beta_upper_limit__________________physical_value_________________________ (ineq_value_con024)____________ 1.23779417622077934e-01 
Beta_upper_limit__________________symbol_________________________________ (ineq_symbol_con024)___________         '<=' 
Beta_upper_limit__________________units__________________________________ (ineq_units_con024)____________           '' 
Beta_upper_limit__________________physical_bound_________________________ (ineq_bound_con024)____________ 1.52921759807985641e-01 
L-H_power_threshold_limit_________normalised_residue_____________________ (ineq_con015)__________________ 2.03884113741864326e+00 
L-H_power_threshold_limit_________physical_value_________________________ (ineq_value_con015)____________ 1.79999999999827423e+02 
L-H_power_threshold_limit_________symbol_________________________________ (ineq_symbol_con015)___________         '>=' 
L-H_power_threshold_limit_________units__________________________________ (ineq_units_con015)____________         'MW' 
L-H_power_threshold_limit_________physical_bound_________________________ (ineq_bound_con015)____________ 5.92331062599505316e+01 
f_alpha_energy_confinement________normalised_residue_____________________ (ineq_con062)__________________ 2.19908535825652507e-11 
f_alpha_energy_confinement________physical_value_________________________ (ineq_value_con062)____________ 5.00000000010995471e+00 
f_alpha_energy_confinement________symbol_________________________________ (ineq_symbol_con062)___________         '>=' 
f_alpha_energy_confinement________units__________________________________ (ineq_units_con062)____________           '' 
f_alpha_energy_confinement________physical_bound_________________________ (ineq_bound_con062)____________ 5.00000000000000000e+00 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________normalised_residue_ (ineq_con081)__________________ 1.38445656929970085e+01 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________physical_value_ (ineq_value_con081)____________ 2.57433847881828139e+21 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________symbol_ (ineq_symbol_con081)___________         '>=' 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________units_ (ineq_units_con081)____________        'm-3' 
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________physical_bound_ (ineq_bound_con081)____________ 1.73419588828572942e+20 
Radiation_fraction_upper_limit____normalised_residue_____________________ (ineq_con017)__________________ 1.24256160916047520e-12 
Radiation_fraction_upper_limit____physical_value_________________________ (ineq_value_con017)____________ 3.80893589544927358e-01 
Radiation_fraction_upper_limit____symbol_________________________________ (ineq_symbol_con017)___________         '<=' 
Radiation_fraction_upper_limit____units__________________________________ (ineq_units_con017)____________      'MW/m3' 
Radiation_fraction_upper_limit____physical_bound_________________________ (ineq_bound_con017)____________ 3.80893589545400646e-01 
Psep_/_R_upper_limit______________normalised_residue_____________________ (ineq_con056)__________________ 9.58677581763822673e-13 
Psep_/_R_upper_limit______________physical_value_________________________ (ineq_value_con056)____________ 4.00000000000000071e+01 
Psep_/_R_upper_limit______________symbol_________________________________ (ineq_symbol_con056)___________         '<=' 
Psep_/_R_upper_limit______________units__________________________________ (ineq_units_con056)____________       'MW/m' 
Psep_/_R_upper_limit______________physical_bound_________________________ (ineq_bound_con056)____________ 4.00000000000383551e+01 
I_op_/_I_critical_(TF_coil)_______normalised_residue_____________________ (ineq_con033)__________________ 1.92848201057987945e-02 
I_op_/_I_critical_(TF_coil)_______physical_value_________________________ (ineq_value_con033)____________ 6.15499548586130813e+07 
I_op_/_I_critical_(TF_coil)_______symbol_________________________________ (ineq_symbol_con033)___________         '<=' 
I_op_/_I_critical_(TF_coil)_______units__________________________________ (ineq_units_con033)____________       'A/m2' 
I_op_/_I_critical_(TF_coil)_______physical_bound_________________________ (ineq_bound_con033)____________ 6.27602754810556173e+07 
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (ineq_con031)__________________ 6.73520675664715407e-01 
TF_coil_case_stress_upper_limit___physical_value_________________________ (ineq_value_con031)____________ 2.77507425684991896e+08 
TF_coil_case_stress_upper_limit___symbol_________________________________ (ineq_symbol_con031)___________         '<=' 
TF_coil_case_stress_upper_limit___units__________________________________ (ineq_units_con031)____________         'Pa' 
TF_coil_case_stress_upper_limit___physical_bound_________________________ (ineq_bound_con031)____________ 8.50000000000000000e+08 
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (ineq_con032)__________________ 7.02663614345278131e-01 
TF_coil_conduit_stress_upper_lim__physical_value_________________________ (ineq_value_con032)____________ 2.08135469958305299e+08 
TF_coil_conduit_stress_upper_lim__symbol_________________________________ (ineq_symbol_con032)___________         '<=' 
TF_coil_conduit_stress_upper_lim__units__________________________________ (ineq_units_con032)____________         'Pa' 
TF_coil_conduit_stress_upper_lim__physical_bound_________________________ (ineq_bound_con032)____________ 7.00000000000000000e+08 
Upper_Lim._on_Radiation_Wall_load_normalised_residue_____________________ (ineq_con067)__________________ 6.97303965893891431e-01 
Upper_Lim._on_Radiation_Wall_load_physical_value_________________________ (ineq_value_con067)____________ 3.63235240927330283e-01 
Upper_Lim._on_Radiation_Wall_load_symbol_________________________________ (ineq_symbol_con067)___________         '<=' 
Upper_Lim._on_Radiation_Wall_load_units__________________________________ (ineq_units_con067)____________      'MW/m2' 
Upper_Lim._on_Radiation_Wall_load_physical_bound_________________________ (ineq_bound_con067)____________ 1.19999999999999996e+00 
Injection_power_upper_limit_______normalised_residue_____________________ (ineq_con030)__________________ 4.68459464693724903e-01 
Injection_power_upper_limit_______physical_value_________________________ (ineq_value_con030)____________ 1.19596620443911902e+02 
Injection_power_upper_limit_______symbol_________________________________ (ineq_symbol_con030)___________         '<=' 
Injection_power_upper_limit_______units__________________________________ (ineq_units_con030)____________         'MW' 
Injection_power_upper_limit_______physical_bound_________________________ (ineq_bound_con030)____________ 2.25000000000000000e+02 
Ip/Irod_upper_limit_______________normalised_residue_____________________ (ineq_con046)__________________ 5.02871298473295592e-01 
Ip/Irod_upper_limit_______________physical_value_________________________ (ineq_value_con046)____________ 5.10714941845804016e-01 
Ip/Irod_upper_limit_______________symbol_________________________________ (ineq_symbol_con046)___________         '<=' 
Ip/Irod_upper_limit_______________units__________________________________ (ineq_units_con046)____________           '' 
Ip/Irod_upper_limit_______________physical_bound_________________________ (ineq_bound_con046)____________ 1.02732942249637893e+00 
# Final Feasible Point #
# Power Reactor Costs (1990 US$) #
First_wall_/_blanket_life_(years)________________________________________ (life_blkt)____________________ 2.78218470662782424e+00 
Divertor_life_(years)____________________________________________________ (life_div)_____________________ 7.61449745790509946e-01 
Centrepost_life_(years)__________________________________________________ (cplife_cal)___________________ 5.31230068722305868e-02 
Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 9.96388215777628375e+02 
# Detailed Costings (1990 US$) #
Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00 
Level_of_Safety_Assurance________________________________________________ (lsa)__________________________            2 
# Structures and Site Facilities #
Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.26400000000000006e+01 
Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 2.82698859005098711e+02 
Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.19199999999999982e+01 
Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 7.22542048906045409e+01 
Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 4.61832250256970838e+01 
Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.24319999999999986e+01 
Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 1.44072719870059451e+01 
Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.51199999999999992e+01 
Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 1.76400000000000006e+01 
Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 9.65999999999999837e+00 
Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 3.93829650968410334e+01 
Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 5.74338526005247331e+02 
# Reactor Systems #
First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 7.55770281791580771e+01 
Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 1.00778025163678336e+02 
Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 2.46971334642098014e+02 
Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 3.11591384351202905e+01 
Blanket_vanadium_cost_(M$)_______________________________________________ (c22124)_______________________ 0.00000000000000000e+00 
Blanket_total_cost_(M$)__________________________________________________ (c2212)________________________ 3.78908498240896620e+02 
Bulk_shield_cost_(M$)____________________________________________________ (c22131)_______________________ 4.08856617916983112e+01 
Penetration_shielding_cost_(M$)__________________________________________ (c22132)_______________________ 4.08856617916983112e+01 
Total_shield_cost_(M$)___________________________________________________ (c2213)________________________ 8.17713235833966223e+01 
Total_support_structure_cost_(M$)________________________________________ (c2214)________________________ 2.08325143213502599e+01 
Divertor_cost_(M$)_______________________________________________________ (c2215)________________________ 4.39383148531068528e+01 
Total_account_221_cost_(M$)______________________________________________ (c221)_________________________ 6.01027679177908340e+02 
# Magnets #
TF_coil_conductor_cost_(M$)______________________________________________ (c22211)_______________________ 3.62046163765225515e+01 
TF_coil_winding_cost_(M$)________________________________________________ (c22212)_______________________ 1.65334540758719619e+01 
TF_coil_case_cost_(M$)___________________________________________________ (c22213)_______________________ 2.26410169054975455e+02 
TF_intercoil_structure_cost_(M$)_________________________________________ (c22214)_______________________ 6.75892266609389338e+01 
TF_coil_gravity_support_structure_(M$)___________________________________ (c22215)_______________________ 1.11492124886520969e+01 
TF_magnet_assemblies_cost_(M$)___________________________________________ (c2221)________________________ 3.57886678656961010e+02 
PF_coil_conductor_cost_(M$)______________________________________________ (c22221)_______________________ 2.40121720795406134e+02 
PF_coil_winding_cost_(M$)________________________________________________ (c22222)_______________________ 3.16211800303771575e+01 
PF_coil_case_cost_(M$)___________________________________________________ (c22223)_______________________ 1.02829813188520021e+02 
PF_coil_support_structure_cost_(M$)______________________________________ (c22224)_______________________ 1.02937992487539969e+01 
PF_magnet_assemblies_cost_(M$)___________________________________________ (c2222)________________________ 3.84866513263057300e+02 
Vacuum_vessel_assembly_cost_(M$)_________________________________________ (c2223)________________________ 1.26402359722978517e+02 
Total_account_222_cost_(M$)______________________________________________ (c222)_________________________ 8.69155551642996784e+02 
# Power Injection #
ECH_system_cost_(M$)_____________________________________________________ (c2231)________________________ 3.58789861331735722e+02 
Lower_hybrid_system_cost_(M$)____________________________________________ (c2232)________________________ 0.00000000000000000e+00 
Neutral_beam_system_cost_(M$)____________________________________________ (c2233)________________________ 0.00000000000000000e+00 
Total_account_223_cost_(M$)______________________________________________ (c223)_________________________ 3.58789861331735722e+02 
# Vacuum Systems #
High_vacuum_pumps_cost_(M$)______________________________________________ (c2241)________________________ 1.87199999999999989e+01 
Backing_pumps_cost_(M$)__________________________________________________ (c2242)________________________ 7.02000000000000046e+00 
Vacuum_duct_cost_(M$)____________________________________________________ (c2243)________________________ 2.88675105899183215e+00 
Valves_cost_(M$)_________________________________________________________ (c2244)________________________ 7.35252646450107505e+00 
Duct_shielding_cost_(M$)_________________________________________________ (c2245)________________________ 0.00000000000000000e+00 
Instrumentation_cost_(M$)________________________________________________ (c2246)________________________ 1.30000000000000004e+00 
Total_account_224_cost_(M$)______________________________________________ (c224)_________________________ 3.72792775234929010e+01 
# Power Conditioning #
TF_coil_power_supplies_cost_(M$)_________________________________________ (c22511)_______________________ 1.58522037324733489e+00 
TF_coil_breakers_cost_(M$)_______________________________________________ (c22512)_______________________ 1.73905740031129916e+01 
TF_coil_dump_resistors_cost_(M$)_________________________________________ (c22513)_______________________ 5.00661306973002240e+00 
TF_coil_instrumentation_and_control_(M$)_________________________________ (c22514)_______________________ 3.60000000000000009e+00 
TF_coil_bussing_cost_(M$)________________________________________________ (c22515)_______________________ 1.59723880589066916e+01 
Total,_TF_coil_power_costs_(M$)__________________________________________ (c2251)________________________ 4.35547955049970454e+01 
PF_coil_power_supplies_cost_(M$)_________________________________________ (c22521)_______________________ 2.13974713071578186e+01 
PF_coil_instrumentation_and_control_(M$)_________________________________ (c22522)_______________________ 3.90000000000000036e+00 
PF_coil_bussing_cost_(M$)________________________________________________ (c22523)_______________________ 1.18271999999999995e+01 
PF_coil_burn_power_supplies_cost_(M$)____________________________________ (c22524)_______________________ 1.42954136419334166e+00 
PF_coil_breakers_cost_(M$)_______________________________________________ (c22525)_______________________ 1.65431068770150596e+01 
PF_coil_dump_resistors_cost_(M$)_________________________________________ (c22526)_______________________ 2.10351174062000368e+00 
PF_coil_ac_breakers_cost_(M$)____________________________________________ (c22527)_______________________ 9.74999999999999978e-01 
Total,_PF_coil_power_costs_(M$)__________________________________________ (c2252)________________________ 5.81758312889862239e+01 
Total,_energy_storage_cost_(M$)__________________________________________ (c2253)________________________ 0.00000000000000000e+00 
Total_account_225_cost_(M$)______________________________________________ (c225)_________________________ 1.01730626793983276e+02 
# Heat Transport System #
Pumps_and_piping_system_cost_(M$)________________________________________ (cpp)__________________________ 2.31609652859451884e+01 
Primary_heat_exchanger_cost_(M$)_________________________________________ (chx)__________________________ 5.53262931906712794e+01 
Total,_reactor_cooling_system_cost_(M$)__________________________________ (c2261)________________________ 7.84872584766164607e+01 
Pumps,_piping_cost_(M$)__________________________________________________ (cppa)_________________________ 4.01826179134818631e+01 
Total,_auxiliary_cooling_system_cost_(M$)________________________________ (c2262)________________________ 4.01826179134818631e+01 
Total,_cryogenic_system_cost_(M$)________________________________________ (c2263)________________________ 3.50558930390439627e+02 
Total_account_226_cost_(M$)______________________________________________ (c226)_________________________ 4.69228806780537980e+02 
# Fuel Handling System #
Fuelling_system_cost_(M$)________________________________________________ (c2271)________________________ 2.23000000000000007e+01 
Fuel_processing_and_purification_cost_(M$)_______________________________ (c2272)________________________ 1.14303749769344975e+02 
Atmospheric_recovery_systems_cost_(M$)___________________________________ (c2273)________________________ 4.39765158994779739e+01 
Nuclear_building_ventilation_cost_(M$)___________________________________ (c2274)________________________ 5.53888021620611894e+01 
Total_account_227_cost_(M$)______________________________________________ (c227)_________________________ 2.35969067830884143e+02 
# Instrumentation and Control #
Instrumentation_and_control_cost_(M$)____________________________________ (c228)_________________________ 1.50000000000000000e+02 
# Maintenance Equipment #
Maintenance_equipment_cost_(M$)__________________________________________ (c229)_________________________ 1.25000000000000000e+02 
# Total Account 22 Cost #
Total_account_22_cost_(M$)_______________________________________________ (c22)__________________________ 2.94818087108153941e+03 
# Turbine Plant Equipment #
Turbine_plant_equipment_cost_(M$)________________________________________ (c23)__________________________ 1.97726185633159616e+02 
# Electric Plant Equipment #
Switchyard_equipment_cost_(M$)___________________________________________ (c241)_________________________ 1.44439999999999991e+01 
Transformers_cost_(M$)___________________________________________________ (c242)_________________________ 1.36843147849280360e+01 
Low_voltage_equipment_cost_(M$)__________________________________________ (c243)_________________________ 1.13054538588355147e+01 
Diesel_backup_equipment_cost_(M$)________________________________________ (c244)_________________________ 5.33800000000000008e+00 
Auxiliary_facilities_cost_(M$)___________________________________________ (c245)_________________________ 1.17749999999999999e+00 
Total_account_24_cost_(M$)_______________________________________________ (c24)__________________________ 4.59492686437635527e+01 
# Miscellaneous Plant Equipment #
Miscellaneous_plant_equipment_cost_(M$)__________________________________ (c25)__________________________ 2.21250000000000000e+01 
# Heat Rejection System #
Heat_rejection_system_cost_(M$)__________________________________________ (c26)__________________________ 5.16016067995613170e+01 
# Plant Direct Cost #
Plant_direct_cost_(M$)___________________________________________________ (cdirt)________________________ 3.83992145816327138e+03 
# Reactor Core Cost #
Reactor_core_cost_(M$)___________________________________________________ (crctcore)_____________________ 1.82897309215264067e+03 
# Indirect Cost #
Indirect_cost_(M$)_______________________________________________________ (c9)___________________________ 1.07748196116061399e+03 
# Total Contingency #
Total_contingency_(M$)___________________________________________________ (ccont)________________________ 9.58893666768157800e+02 
# Constructed Cost #
Constructed_cost_(M$)____________________________________________________ (concost)______________________ 5.87629708609204317e+03 
# Interest during Construction #
Interest_during_construction_(M$)________________________________________ (moneyint)_____________________ 9.69589019205187356e+02 
# Total Capital Investment #
Total_capital_investment_(M$)____________________________________________ (capcost)______________________ 6.84588610529723064e+03 
# Plant Availability #
Allowable_blanket_neutron_fluence_(MW-yr/m2)_____________________________ (abktflnc)_____________________ 5.00000000000000000e+00 
Allowable_divertor_heat_fluence_(MW-yr/m2)_______________________________ (adivflnc)_____________________ 7.00000000000000000e+00 
First_wall_/_blanket_lifetime_(years)____________________________________ (life_blkt_fpy)________________ 3.70957960883709914e+00 OP 
Divertor_lifetime_(years)________________________________________________ (life_div_fpy)_________________ 1.01526632772067993e+00 OP 
Centrepost_lifetime_(years)______________________________________________ (cplife)_______________________ 7.08306758296407823e-02 OP 
Heating/CD_system_lifetime_(years)_______________________________________ (life_hcd_fpy)_________________ 3.70957960883709914e+00 OP 
