# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g22307063e" 
nd_plasma_electrons_vol_avg_(final_value/initial_value)__________________ (xcm004)_______________________ 8.72250090658057475e-01 
nd_plasma_electrons_vol_avg_(range_normalised)___________________________ (nitvar004)____________________ 5.35000067154116632e-01 
nd_plasma_electrons_vol_avg_(upper_bound)________________________________ (boundu004)____________________ 3.00000000000000000e+20 
nd_plasma_electrons_vol_avg_(lower_bound)________________________________ (boundl004)____________________ 3.00000000000000000e+19 
hfact____________________________________________________________________ (itvar005)_____________________ 1.05580328476400753e+00 
hfact_(final_value/initial_value)________________________________________ (xcm005)_______________________ 1.05580328476400753e+00 
hfact_(range_normalised)_________________________________________________ (nitvar005)____________________ 8.68912077058188737e-01 
hfact_(upper_bound)______________________________________________________ (boundu005)____________________ 1.19999999999999996e+00 
hfact_(lower_bound)______________________________________________________ (boundl005)____________________ 1.00000000000000006e-01 
t_tf_superconductor_quench_______________________________________________ (itvar006)_____________________ 3.54183460543931119e+01 
t_tf_superconductor_quench_(final_value/initial_value)___________________ (xcm006)_______________________ 3.54183460543931083e+00 
t_tf_superconductor_quench_(range_normalised)____________________________ (nitvar006)____________________ 7.02415225599859250e-01 
t_tf_superconductor_quench_(upper_bound)_________________________________ (boundu006)____________________ 5.00000000000000000e+01 
t_tf_superconductor_quench_(lower_bound)_________________________________ (boundl006)____________________ 1.00000000000000000e+00 
f_a_tf_turn_cable_copper_________________________________________________ (itvar007)_____________________ 7.38607050310384539e-01 
f_a_tf_turn_cable_copper_(final_value/initial_value)_____________________ (xcm007)_______________________ 1.05515292901483515e+00 
f_a_tf_turn_cable_copper_(range_normalised)______________________________ (nitvar007)____________________ 7.31011750517307601e-01 
f_a_tf_turn_cable_copper_(upper_bound)___________________________________ (boundu007)____________________ 9.00000000000000022e-01 
f_a_tf_turn_cable_copper_(lower_bound)___________________________________ (boundl007)____________________ 2.99999999999999989e-01 
f_nd_alpha_electron______________________________________________________ (itvar008)_____________________ 3.32297474577569960e-02 
f_nd_alpha_electron_(final_value/initial_value)__________________________ (xcm008)_______________________ 3.32297474577569918e-01 
f_nd_alpha_electron_(range_normalised)___________________________________ (nitvar008)____________________ 8.28450799143710670e-02 
f_nd_alpha_electron_(upper_bound)________________________________________ (boundu008)____________________ 4.00000000000000022e-01 
f_nd_alpha_electron_(lower_bound)________________________________________ (boundl008)____________________ 1.00000000000000005e-04 
Global_power_balance_consistency__normalised_residue_____________________ (eq_con002)____________________ 1.63614011228219169e-10 
Global_power_balance_consistency__residual_______________________________ (res_eq_con002)________________ -3.76737393437990658e-11 
Global_power_balance_consistency__constraint_value_______________________ (val_eq_con002)________________ 2.30259860186505100e-01 
Global_power_balance_consistency__units__________________________________ (eq_units_con002)______________      'MW/m3' 
Net_electric_power_lower_limit____normalised_residue_____________________ (eq_con016)____________________ -2.08737105378276055e-09 
Net_electric_power_lower_limit____residual_______________________________ (res_eq_con016)________________ -2.08737105822365265e-06 
Net_electric_power_lower_limit____constraint_value_______________________ (val_eq_con016)________________ 1.00000000000000000e+03 
Net_electric_power_lower_limit____units__________________________________ (eq_units_con016)______________         'MW' 
Beta_upper_limit__________________normalised_residue_____________________ (ineq_con024)__________________ 5.70230790919445951e-07 
Beta_upper_limit__________________physical_value_________________________ (ineq_value_con024)____________ 3.99999771907683654e-02 
Beta_upper_limit__________________symbol_________________________________ (ineq_symbol_con024)___________         '<=' 
Beta_upper_limit__________________units__________________________________ (ineq_units_con024)____________           '' 
Beta_upper_limit__________________physical_bound_________________________ (ineq_bound_con024)____________ 4.00000000000000008e-02 
Neutron_wall_load_upper_limit_____normalised_residue_____________________ (ineq_con008)__________________ 4.86805360963957434e-01 
Neutron_wall_load_upper_limit_____physical_value_________________________ (ineq_value_con008)____________ 7.69791958554063793e-01 
Neutron_wall_load_upper_limit_____symbol_________________________________ (ineq_symbol_con008)___________         '<=' 
Neutron_wall_load_upper_limit_____units__________________________________ (ineq_units_con008)____________      'MW/m2' 
Neutron_wall_load_upper_limit_____physical_bound_________________________ (ineq_bound_con008)____________ 1.50000000000000000e+00 
Radiation_fraction_upper_limit____normalised_residue_____________________ (ineq_con017)__________________ 5.11109162360034786e-01 
Radiation_fraction_upper_limit____physical_value_________________________ (ineq_value_con017)____________ 1.70108483767665214e-01 
Radiation_fraction_upper_limit____symbol_________________________________ (ineq_symbol_con017)___________         '<=' 
Radiation_fraction_upper_limit____units__________________________________ (ineq_units_con017)____________      'MW/m3' 
Radiation_fraction_upper_limit____physical_bound_________________________ (ineq_bound_con017)____________ 3.47947784394639303e-01 
Divertor_heat_load_upper_limit____normalised_residue_____________________ (ineq_con018)__________________ 6.81292176113892367e-01 
Divertor_heat_load_upper_limit____physical_value_________________________ (ineq_value_con018)____________ 5.35840970765997060e+00 
Divertor_heat_load_upper_limit____symbol_________________________________ (ineq_symbol_con018)___________         '<=' 
Divertor_heat_load_upper_limit____units__________________________________ (ineq_units_con018)____________      'MW/m2' 
Divertor_heat_load_upper_limit____physical_bound_________________________ (ineq_bound_con018)____________ 1.68129217611389237e+01 
Upper_Lim._on_Radiation_Wall_load_normalised_residue_____________________ (ineq_con067)__________________ 5.26117354567255058e-01 
Upper_Lim._on_Radiation_Wall_load_physical_value_________________________ (ineq_value_con067)____________ 5.68659174519293931e-01 
Upper_Lim._on_Radiation_Wall_load_symbol_________________________________ (ineq_symbol_con067)___________         '<=' 
Upper_Lim._on_Radiation_Wall_load_units__________________________________ (ineq_units_con067)____________      'MW/m2' 
Upper_Lim._on_Radiation_Wall_load_physical_bound_________________________ (ineq_bound_con067)____________ 1.19999999999999996e+00 
toroidalgap_>_dx_tf_inboard_out_t_normalised_residue_____________________ (ineq_con082)__________________ 5.66149010549847009e-01 
toroidalgap_>_dx_tf_inboard_out_t_physical_value_________________________ (ineq_value_con082)____________ 1.80911234178038893e+00 
toroidalgap_>_dx_tf_inboard_out_t_symbol_________________________________ (ineq_symbol_con082)___________         '>=' 
toroidalgap_>_dx_tf_inboard_out_t_units__________________________________ (ineq_units_con082)____________          'm' 
toroidalgap_>_dx_tf_inboard_out_t_physical_bound_________________________ (ineq_bound_con082)____________ 1.15513423664919457e+00 
available_space_>_required_space__normalised_residue_____________________ (ineq_con083)__________________ 1.84974857653230629e-09 
available_space_>_required_space__physical_value_________________________ (ineq_value_con083)____________ 2.30653807100525210e+00 
available_space_>_required_space__symbol_________________________________ (ineq_symbol_con083)___________         '>=' 
available_space_>_required_space__units__________________________________ (ineq_units_con083)____________          'm' 
available_space_>_required_space__physical_bound_________________________ (ineq_bound_con083)____________ 2.30653806673873651e+00 
f_alpha_energy_confinement________normalised_residue_____________________ (ineq_con062)__________________ 1.06591531886953916e-01 
f_alpha_energy_confinement________physical_value_________________________ (ineq_value_con062)____________ 4.42636612754781567e+00 
f_alpha_energy_confinement________symbol_________________________________ (ineq_symbol_con062)___________         '>=' 
f_alpha_energy_confinement________units__________________________________ (ineq_units_con062)____________           '' 
f_alpha_energy_confinement________physical_bound_________________________ (ineq_bound_con062)____________ 4.00000000000000000e+00 
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (ineq_con032)__________________ 6.88680550192500185e-01 
TF_coil_conduit_stress_upper_lim__physical_value_________________________ (ineq_value_con032)____________ 1.24527779922999933e+08 
TF_coil_conduit_stress_upper_lim__symbol_________________________________ (ineq_symbol_con032)___________         '<=' 
TF_coil_conduit_stress_upper_lim__units__________________________________ (ineq_units_con032)____________         'Pa' 
TF_coil_conduit_stress_upper_lim__physical_bound_________________________ (ineq_bound_con032)____________ 4.00000000000000000e+08 
Dump_voltage_upper_limit__________normalised_residue_____________________ (ineq_con034)__________________ 8.60618541343258436e-01 
Dump_voltage_upper_limit__________physical_value_________________________ (ineq_value_con034)____________ 1.67257750388089876e+00 
Dump_voltage_upper_limit__________symbol_________________________________ (ineq_symbol_con034)___________         '<=' 
Dump_voltage_upper_limit__________units__________________________________ (ineq_units_con034)____________          'V' 
Dump_voltage_upper_limit__________physical_bound_________________________ (ineq_bound_con034)____________ 1.20000000000000000e+01 
J_winding_pack/J_protection_limit_normalised_residue_____________________ (ineq_con035)__________________ 3.29847990032661187e-08 
J_winding_pack/J_protection_limit_physical_value_________________________ (ineq_value_con035)____________ 3.06022322848659419e+07 
J_winding_pack/J_protection_limit_symbol_________________________________ (ineq_symbol_con035)___________         '<=' 
J_winding_pack/J_protection_limit_units__________________________________ (ineq_units_con035)____________       'A/m2' 
J_winding_pack/J_protection_limit_physical_bound_________________________ (ineq_bound_con035)____________ 3.06022332942744568e+07 
Dump_time_set_by_VV_stress________normalised_residue_____________________ (ineq_con065)__________________ 9.75977784993421582e-01 
Dump_time_set_by_VV_stress________physical_value_________________________ (ineq_value_con065)____________ 2.23406599561179290e+06 
Dump_time_set_by_VV_stress________symbol_________________________________ (ineq_symbol_con065)___________         '<=' 
Dump_time_set_by_VV_stress________units__________________________________ (ineq_units_con065)____________         'Pa' 
Dump_time_set_by_VV_stress________physical_bound_________________________ (ineq_bound_con065)____________ 9.30000000000000000e+07 
# Final Feasible Point #
# Power Reactor Costs (1990 US$) #
First_wall_/_blanket_life_(years)________________________________________ (life_blkt)____________________ 1.94857842217203725e+01 
Divertor_life_(years)____________________________________________________ (life_div)_____________________ 7.84417517435465061e+00 
Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 1.21489370649551574e+02 
# Detailed Costings (1990 US$) #
Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00 
Level_of_Safety_Assurance________________________________________________ (lsa)__________________________            2 
# Structures and Site Facilities #
Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.26400000000000006e+01 
Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 1.11590648396576353e+03 
Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.19199999999999982e+01 
Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 6.03242768590919809e+01 
Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 3.93385298387614455e+01 
Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.24319999999999986e+01 
Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 1.75496500823302632e+01 
Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.51199999999999992e+01 
Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 1.76400000000000006e+01 
Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 9.65999999999999837e+00 
Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 1.10633866231946847e+01 
Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 1.36359432736914232e+03 
# Reactor Systems #
First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 2.77209931646455402e+02 
Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 2.20272503477134393e+02 
Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 2.24803590797788104e+02 
Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 8.64473401653406057e+01 
Blanket_vanadium_cost_(M$)_______________________________________________ (c22124)_______________________ 0.00000000000000000e+00 
Blanket_total_cost_(M$)__________________________________________________ (c2212)________________________ 5.31523434440263145e+02 
Bulk_shield_cost_(M$)____________________________________________________ (c22131)_______________________ 1.08648921097887978e+02 
Penetration_shielding_cost_(M$)__________________________________________ (c22132)_______________________ 1.08648921097887978e+02 
Total_shield_cost_(M$)___________________________________________________ (c2213)________________________ 2.17297842195775956e+02 
Total_support_structure_cost_(M$)________________________________________ (c2214)________________________ 0.00000000000000000e+00 
Divertor_cost_(M$)_______________________________________________________ (c2215)________________________ 2.26276659305215198e+01 
Total_account_221_cost_(M$)______________________________________________ (c221)_________________________ 1.04865887421301591e+03 
# Magnets #
TF_coil_conductor_cost_(M$)______________________________________________ (c22211)_______________________ 5.65516849452817837e+02 
TF_coil_winding_cost_(M$)________________________________________________ (c22212)_______________________ 1.13242180586696065e+02 
TF_coil_case_cost_(M$)___________________________________________________ (c22213)_______________________ 1.22213979218200876e+02 
TF_intercoil_structure_cost_(M$)_________________________________________ (c22214)_______________________ 1.56669271401820197e+02 
TF_coil_gravity_support_structure_(M$)___________________________________ (c22215)_______________________ 3.13338542803640330e+01 
TF_magnet_assemblies_cost_(M$)___________________________________________ (c2221)________________________ 9.88976134939898884e+02 
PF_coil_conductor_cost_(M$)______________________________________________ (c22221)_______________________ 0.00000000000000000e+00 
PF_coil_winding_cost_(M$)________________________________________________ (c22222)_______________________ 0.00000000000000000e+00 
PF_coil_case_cost_(M$)___________________________________________________ (c22223)_______________________ 0.00000000000000000e+00 
PF_coil_support_structure_cost_(M$)______________________________________ (c22224)_______________________ 0.00000000000000000e+00 
PF_magnet_assemblies_cost_(M$)___________________________________________ (c2222)________________________ 0.00000000000000000e+00 
Vacuum_vessel_assembly_cost_(M$)_________________________________________ (c2223)________________________ 9.52256321642238049e+02 
Total_account_222_cost_(M$)______________________________________________ (c222)_________________________ 1.94123245658213682e+03 
# Power Injection #
ECH_system_cost_(M$)_____________________________________________________ (c2231)________________________ 0.00000000000000000e+00 
Lower_hybrid_system_cost_(M$)____________________________________________ (c2232)________________________ 0.00000000000000000e+00 
Neutral_beam_system_cost_(M$)____________________________________________ (c2233)________________________ 0.00000000000000000e+00 
Total_account_223_cost_(M$)______________________________________________ (c223)_________________________ 0.00000000000000000e+00 
# Vacuum Systems #
High_vacuum_pumps_cost_(M$)______________________________________________ (c2241)________________________ 5.73299999999999983e+01 
Backing_pumps_cost_(M$)__________________________________________________ (c2242)________________________ 1.46249999999999982e+01 
Vacuum_duct_cost_(M$)____________________________________________________ (c2243)________________________ 8.40045932431966058e+00 
Valves_cost_(M$)_________________________________________________________ (c2244)________________________ 2.15503753316569551e+01 
Duct_shielding_cost_(M$)_________________________________________________ (c2245)________________________ 0.00000000000000000e+00 
Instrumentation_cost_(M$)________________________________________________ (c2246)________________________ 1.30000000000000004e+00 
Total_account_224_cost_(M$)______________________________________________ (c224)_________________________ 1.03205834655976602e+02 
# Power Conditioning #
TF_coil_power_supplies_cost_(M$)_________________________________________ (c22511)_______________________ 7.71243117338998996e+00 
TF_coil_breakers_cost_(M$)_______________________________________________ (c22512)_______________________ 3.39172940749307728e+01 
TF_coil_dump_resistors_cost_(M$)_________________________________________ (c22513)_______________________ 2.49976321410006257e+01 
TF_coil_instrumentation_and_control_(M$)_________________________________ (c22514)_______________________ 1.50000000000000000e+01 
TF_coil_bussing_cost_(M$)________________________________________________ (c22515)_______________________ 2.48928497557676991e+02 
Total,_TF_coil_power_costs_(M$)__________________________________________ (c2251)________________________ 3.30555854946998352e+02 
PF_coil_power_supplies_cost_(M$)_________________________________________ (c22521)_______________________ 0.00000000000000000e+00 
PF_coil_instrumentation_and_control_(M$)_________________________________ (c22522)_______________________ 0.00000000000000000e+00 
PF_coil_bussing_cost_(M$)________________________________________________ (c22523)_______________________ 0.00000000000000000e+00 
PF_coil_burn_power_supplies_cost_(M$)____________________________________ (c22524)_______________________ 0.00000000000000000e+00 
PF_coil_breakers_cost_(M$)_______________________________________________ (c22525)_______________________ 0.00000000000000000e+00 
PF_coil_dump_resistors_cost_(M$)_________________________________________ (c22526)_______________________ 0.00000000000000000e+00 
PF_coil_ac_breakers_cost_(M$)____________________________________________ (c22527)_______________________ 0.00000000000000000e+00 
Total,_PF_coil_power_costs_(M$)__________________________________________ (c2252)________________________ 0.00000000000000000e+00 
Total,_energy_storage_cost_(M$)__________________________________________ (c2253)________________________ 0.00000000000000000e+00 
Total_account_225_cost_(M$)______________________________________________ (c225)_________________________ 3.30555854946998352e+02 
# Heat Transport System #
Pumps_and_piping_system_cost_(M$)________________________________________ (cpp)__________________________ 6.53619984498886595e+01 
Primary_heat_exchanger_cost_(M$)_________________________________________ (chx)__________________________ 8.04709266546109632e+01 
Total,_reactor_cooling_system_cost_(M$)__________________________________ (c2261)________________________ 1.45832925104499623e+02 
Pumps,_piping_cost_(M$)__________________________________________________ (cppa)_________________________ 2.10798958319869101e+01 
Total,_auxiliary_cooling_system_cost_(M$)________________________________ (c2262)________________________ 2.10798958319869101e+01 
Total,_cryogenic_system_cost_(M$)________________________________________ (c2263)________________________ 2.84233515709235576e+02 
Total_account_226_cost_(M$)______________________________________________ (c226)_________________________ 4.51146336645722101e+02 
# Fuel Handling System #
Fuelling_system_cost_(M$)________________________________________________ (c2271)________________________ 2.23000000000000007e+01 
Fuel_processing_and_purification_cost_(M$)_______________________________ (c2272)________________________ 1.43023028376276443e+02 
Atmospheric_recovery_systems_cost_(M$)___________________________________ (c2273)________________________ 1.62001521904404115e+02 
Nuclear_building_ventilation_cost_(M$)___________________________________ (c2274)________________________ 1.57202914596089357e+02 
Total_account_227_cost_(M$)______________________________________________ (c227)_________________________ 4.84527464876769955e+02 
# Instrumentation and Control #
Instrumentation_and_control_cost_(M$)____________________________________ (c228)_________________________ 1.50000000000000000e+02 
# Maintenance Equipment #
Maintenance_equipment_cost_(M$)__________________________________________ (c229)_________________________ 3.00000000000000000e+02 
# Total Account 22 Cost #
Total_account_22_cost_(M$)_______________________________________________ (c22)__________________________ 4.80932682192061930e+03 
# Turbine Plant Equipment #
Turbine_plant_equipment_cost_(M$)________________________________________ (c23)__________________________ 2.63804607690113244e+02 
# Electric Plant Equipment #
Switchyard_equipment_cost_(M$)___________________________________________ (c241)_________________________ 1.44439999999999991e+01 
Transformers_cost_(M$)___________________________________________________ (c242)_________________________ 4.64647278637887062e+00 
Low_voltage_equipment_cost_(M$)__________________________________________ (c243)_________________________ 4.65405429047117369e+00 
Diesel_backup_equipment_cost_(M$)________________________________________ (c244)_________________________ 5.33800000000000008e+00 
Auxiliary_facilities_cost_(M$)___________________________________________ (c245)_________________________ 1.17749999999999999e+00 
Total_account_24_cost_(M$)_______________________________________________ (c24)__________________________ 3.02600270768500401e+01 
# Miscellaneous Plant Equipment #
Miscellaneous_plant_equipment_cost_(M$)__________________________________ (c25)__________________________ 2.21250000000000000e+01 
# Heat Rejection System #
Heat_rejection_system_cost_(M$)__________________________________________ (c26)__________________________ 8.11495288963212857e+01 
# Plant Direct Cost #
Plant_direct_cost_(M$)___________________________________________________ (cdirt)________________________ 6.57026031295304620e+03 
# Reactor Core Cost #
Reactor_core_cost_(M$)___________________________________________________ (crctcore)_____________________ 2.98989133079515250e+03 
# Indirect Cost #
Indirect_cost_(M$)_______________________________________________________ (c9)___________________________ 1.84361504381462464e+03 
# Total Contingency #
Total_contingency_(M$)___________________________________________________ (ccont)________________________ 1.26208130351515047e+03 
# Constructed Cost #
Constructed_cost_(M$)____________________________________________________ (concost)______________________ 9.67595666028281994e+03 
# Interest during Construction #
Interest_during_construction_(M$)________________________________________ (moneyint)_____________________ 1.45139349904242204e+03 
# Total Capital Investment #
Total_capital_investment_(M$)____________________________________________ (capcost)______________________ 1.11273501593252422e+04 
# Plant Availability #
Allowable_blanket_neutron_fluence_(MW-yr/m2)_____________________________ (abktflnc)_____________________ 1.50000000000000000e+01 
Allowable_divertor_heat_fluence_(MW-yr/m2)_______________________________ (adivflnc)_____________________ 2.50000000000000000e+01 
First_wall_/_blanket_lifetime_(years)____________________________________ (life_blkt_fpy)________________ 2.59810456289604979e+01 OP 
Divertor_lifetime_(years)________________________________________________ (life_div_fpy)_________________ 1.04589002324728675e+01 OP 
Heating/CD_system_lifetime_(years)_______________________________________ (life_hcd_fpy)_________________ 2.59810456289604979e+01 OP 
Total_plant_lifetime_(years)_____________________________________________ (life_plant)___________________ 4.00000000000000000e+01 
Total_plant_availability_fraction________________________________________ (f_t_plant_available)__________ 7.50000000000000000e-01 
Number_of_fusion_cycles_to_reach_allowable_fw/blanket_DPA________________ (bktcycles)____________________ 2.04846666701108440e+01 
# Plasma #
Plasma_shaping_model_____________________________________________________ (i_plasma_shape)_______________            0 
Major_radius_(m)_________________________________________________________ (rmajor)_______________________ 2.66949716501816461e+01 
Minor_radius_(m)_________________________________________________________ (rminor)_______________________ 2.16761968455224086e+00 OP 
Aspect_ratio_____________________________________________________________ (aspect)_______________________ 1.23153391899999995e+01 
Plasma_squareness________________________________________________________ (plasma_square)________________ 0.00000000000000000e+00 IP
Rotational_transform_____________________________________________________ (iotabar)______________________ 1.00000000000000000e+00 
Upper_limit_on_total_beta________________________________________________ (beta_vol_avg_max)_____________ 4.00000000000000008e-02 OP 
Total_plasma_beta________________________________________________________ (beta_total_vol_avg)___________ 3.99999771907683654e-02 
Lower_limit_on_total_beta________________________________________________ (beta_vol_avg_min)_____________ 0.00000000000000000e+00 IP
Upper_limit_on_poloidal_beta_____________________________________________ (beta_poloidal_max)____________ 1.90000000000000002e-01 IP
Total_poloidal_beta______________________________________________________ (beta_poloidal_vol_avg)________ 0.00000000000000000e+00 OP 
Volume_averaged_toroidal_beta____________________________________________ (beta_toroidal_vol_avg)________ 0.00000000000000000e+00 OP 
Fast_alpha_beta__________________________________________________________ (beta_fast_alpha)______________ 0.00000000000000000e+00 OP 
Neutral_Beam_ion_beta____________________________________________________ (beta_beam)____________________ 0.00000000000000000e+00 OP 
Ratio_of_fast_alpha_and_beam_beta_to_thermal_beta________________________ (f_beta_alpha_beam_thermal)____ 0.00000000000000000e+00 OP 
Volume_averaged_thermal_beta_____________________________________________ (beta_thermal_vol_avg)_________ 0.00000000000000000e+00 OP 
Thermal_poloidal_beta____________________________________________________ (beta_thermal_poloidal_vol_avg)_ 0.00000000000000000e+00 OP 
Thermal_toroidal_beta____________________________________________________ (beta_thermal_toroidal_vol_avg)_ 0.00000000000000000e+00 OP 
Poloidal_beta_and_inverse_aspect_ratio___________________________________ (beta_poloidal_eps)____________ 0.00000000000000000e+00 OP 
Poloidal_beta_and_inverse_aspect_ratio_upper_limit_______________________ (beta_poloidal_eps_max)________ 1.37999999999999989e+00 
Plasma_thermal_energy_derived_from_thermal_beta_(J)______________________ (e_plasma_beta_thermal)________ 0.00000000000000000e+00 OP
Plasma_thermal_energy_derived_from_the_total_beta_(J)____________________ (e_plasma_beta)________________ 1.31550159252948236e+09 OP
Number_of_radial_points_in_plasma_profiles_______________________________ (n_plasma_profile_elements)____          501 
Volume_averaged_electron_temperature_(keV)_______________________________ (temp_plasma_electron_vol_avg_kev)_ 5.67324168083027924e+00 
Ratio_of_ion_to_electron_volume-averaged_temperature_____________________ (f_temp_plasma_ion_electron)___ 9.49999999999999956e-01 IP 
Electron_temperature_on_axis_(keV)_______________________________________ (temp_plasma_electron_on_axis_kev)_ 1.24811316978266156e+01 OP 
Ion_temperature_(keV)____________________________________________________ (temp_plasma_ion_vol_avg_kev)__ 5.38957959678876541e+00 
Ion_temperature_on_axis_(keV)____________________________________________ (temp_plasma_ion_on_axis_kev)__ 1.18570751129352843e+01 OP 
Electron_temp.,_density_weighted_(keV)___________________________________ (temp_plasma_electron_density_weighted_kev)_ 6.60765795767291486e+00 OP 
Ratio_of_electron_density_weighted_temp._to_volume_averaged_temp.________ (f_temp_plasma_electron_density_vol_avg)_ 1.16470588235294148e+00 OP 
Volume_averaged_electron_number_density_(/m3)____________________________ (nd_plasma_electrons_vol_avg)__ 1.74450018131611517e+20 
Electron_number_density_on_axis_(/m3)____________________________________ (nd_plasma_electron_on_axis)___ 2.35507524477675569e+20 OP 
Line-averaged_electron_number_density_(/m3)______________________________ (nd_plasma_electron_line)______ 1.96692882864983769e+20 OP 
Plasma_pressure_on_axis_(Pa)_____________________________________________ (pres_plasma_thermal_on_axis)__ 9.03264459389557829e+05 OP 
Volume_averaged_plasma_pressure_(Pa)_____________________________________ (pres_plasma_thermal_vol_avg)__ 3.54221356623355998e+05 OP 
Total_plasma_pressure_at_point_0_________________________________________ (pres_plasma_thermal_total_profile0)_ 9.03264459389557829e+05 
Total_plasma_pressure_at_point_1_________________________________________ (pres_plasma_thermal_total_profile1)_ 9.03258859156069811e+05 
Total_plasma_pressure_at_point_2_________________________________________ (pres_plasma_thermal_total_profile2)_ 9.03242058529529255e+05 
Total_plasma_pressure_at_point_3_________________________________________ (pres_plasma_thermal_total_profile3)_ 9.03214057731707813e+05 
Total_plasma_pressure_at_point_4_________________________________________ (pres_plasma_thermal_total_profile4)_ 9.03174857132229023e+05 
Total_plasma_pressure_at_point_5_________________________________________ (pres_plasma_thermal_total_profile5)_ 9.03124457248574821e+05 
