# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g26e1c28f0" 
Date_of_run______________________________________________________________ (date)_________________________ "26/08/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "16:25" 
User_____________________________________________________________________ (username)_____________________     "runner" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "EU-DEMO LAR 2023 baseline" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/low_aspect_ratio_DEMO.IN.DAT" 
Optimisation_switch______________________________________________________ (i_process_run_mode)___________            1 
Figure_of_merit_switch___________________________________________________ (i_figure_merit)_______________          -14 
# Numerics #
# PROCESS found a feasible solution #
Error_flag_______________________________________________________________ (ifail)________________________            1 
Number_of_iteration_variables____________________________________________ (n_iteration_variables)________           19 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_51)__ 2.56338728497637902e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_52)__ 2.56323647816566158e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_53)__ 2.56308239105813023e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_54)__ 2.56292392703051313e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_55)__ 2.56276091013128244e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_56)__ 2.56259449788420568e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_57)__ 2.56242466643911833e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_58)__ 2.56225139134399562e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_59)__ 2.56207464753447809e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_60)__ 2.56189486371334283e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_61)__ 2.56171189555156431e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_62)__ 2.56152539496591487e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_63)__ 2.56133533445078569e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_64)__ 2.56114168583414070e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_65)__ 2.56088928573362971e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_66)__ 2.56048907094698777e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_67)__ 2.56008153212975280e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_68)__ 2.55966660760150404e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_69)__ 2.55924423422488552e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_70)__ 2.55890751558708196e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_71)__ 2.55868958799932997e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_72)__ 2.55846785085201667e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_73)__ 2.55824226964647927e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_74)__ 2.55801280908484259e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_75)__ 2.55777533105015564e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_76)__ 2.55753358887954896e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_77)__ 2.55728778229569969e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_78)__ 2.55703787192276550e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_79)__ 2.55657797317899913e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_80)__ 2.55607384324640599e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_81)__ 2.55556146071040757e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_82)__ 2.55504074146863829e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_83)__ 2.55475081667271304e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_84)__ 2.55447650477187977e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_85)__ 2.55419780483286836e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_86)__ 2.55383343687852538e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_87)__ 2.55327201079652788e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_88)__ 2.55270173842499766e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_89)__ 2.55212252191440179e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_90)__ 2.55176190480735450e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_91)__ 2.55145649806519437e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_92)__ 2.55114636205098151e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_93)__ 2.55066287016672746e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_94)__ 2.55002332413296777e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_95)__ 2.54937398415738024e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_96)__ 2.54886079803981609e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_97)__ 2.54853420811201516e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_98)__ 2.54820266452618469e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_99)__ 2.54772524909265528e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_100)_ 2.54702421132432164e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_101)_ 2.54631262660403728e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_102)_ 2.54558955190293901e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_103)_ 2.54485502195774771e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_104)_ 2.54410951614316900e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_105)_ 2.54336840833704940e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_106)_ 2.54261893382962327e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_107)_ 2.54185402774231974e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_108)_ 2.54105873374617914e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_109)_ 2.54025165827149948e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_110)_ 2.53944617076345160e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_111)_ 2.53863487095969020e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_112)_ 2.53781088180590366e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_113)_ 2.53697229673467390e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_114)_ 2.53612136001750237e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_115)_ 2.53525439507262256e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_116)_ 2.53437409942592460e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_117)_ 2.53347789806588679e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_118)_ 2.53256636346673716e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_119)_ 2.53163901244632186e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_120)_ 2.53069415070462753e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_121)_ 2.52974176059152320e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_122)_ 2.52879225543758643e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_123)_ 2.52782757580077337e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_124)_ 2.52684284625288349e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_125)_ 2.52576352451317305e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_126)_ 2.52422976758651565e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_127)_ 2.52278020790124202e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_128)_ 2.52171707916532242e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_129)_ 2.52064703393137854e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_130)_ 2.51957871603156995e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_131)_ 2.51823397705243757e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_132)_ 2.51656647958503292e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_133)_ 2.51526791409967778e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_134)_ 2.51415125577970855e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_135)_ 2.51245212025321045e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_136)_ 2.51064822642076102e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_137)_ 2.50885284819587966e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_138)_ 2.50736985944940436e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_139)_ 2.50616770141447915e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_140)_ 2.50439893667495994e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_141)_ 2.50250348365255313e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_142)_ 2.50054465231917256e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_143)_ 2.49857991019521286e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_144)_ 2.49659666496438888e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_145)_ 2.49458957529927190e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_146)_ 2.49303394168904831e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_147)_ 2.49148305475151659e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_148)_ 2.48938884249312267e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_149)_ 2.48726754282076179e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_150)_ 2.48511796370940168e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_151)_ 2.48293947566092292e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_152)_ 2.48072104619877578e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_153)_ 2.47847944016605766e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_154)_ 2.47620625039194806e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_155)_ 2.47389471255707001e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_156)_ 2.47157253305226661e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_157)_ 2.46920717865275527e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_158)_ 2.46681072735729501e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_159)_ 2.46438918702416494e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_160)_ 2.46194260265803564e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_161)_ 2.45947146954639599e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_162)_ 2.45696277188427707e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_163)_ 2.45443497573073657e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_164)_ 2.45188063116120034e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_165)_ 2.44929649676697174e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_166)_ 2.44679956662598741e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_167)_ 2.44505195489162048e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_168)_ 2.44243205197901965e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_169)_ 2.43977845340804542e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_170)_ 2.43773769568485577e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_171)_ 2.43542638294429103e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_172)_ 2.43315797175562381e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_173)_ 2.43104761258466731e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_174)_ 2.42858263331385373e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_175)_ 2.42679808797302137e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_176)_ 2.42502556852726983e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_177)_ 2.42240437920995646e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_178)_ 2.42053548848156694e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_179)_ 2.41882986664883539e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_180)_ 2.41716070409209962e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_181)_ 2.41554195021328830e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_182)_ 2.41399158281199675e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_183)_ 2.41251287298047110e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_184)_ 2.41112599880822849e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_185)_ 2.40992921851420014e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_186)_ 2.40937594904353283e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_187)_ 2.40885804917049136e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_188)_ 2.40833211124058444e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_189)_ 2.40232790029689305e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_190)_ 2.39666021898121215e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_191)_ 2.39110829950210366e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_192)_ 2.38541841476782643e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_193)_ 2.37910082248201036e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_194)_ 2.37101946024466805e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_195)_ 2.35876605280559133e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_196)_ 2.33193464216059532e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_197)_ 2.25307200080770649e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_198)_ 1.99604871158184878e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_199)_ 1.71244238749631492e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile9_200)_ 1.03932561775172143e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_0)__ 2.74724274604002368e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_1)__ 2.74723996180484029e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_2)__ 2.74723160874804542e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_3)__ 2.74721768581577557e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_4)__ 2.74719819125115059e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_5)__ 2.74717312259361108e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_6)__ 2.74714247667799327e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_7)__ 2.74710624963333458e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_8)__ 2.74706443688141455e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_9)__ 2.74701703313502748e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_10)_ 2.74698181774892163e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_11)_ 2.74695219218090010e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_12)_ 2.74691973008814863e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_13)_ 2.74688442735281484e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_14)_ 2.74684627949222318e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_15)_ 2.74680528165717455e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_16)_ 2.74676142863010355e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_17)_ 2.74671471482309499e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_18)_ 2.74666513427575509e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_19)_ 2.74661268065293918e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_20)_ 2.74655734724233014e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_21)_ 2.74649912695186948e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_22)_ 2.74643801230704021e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_23)_ 2.74637399544799408e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_24)_ 2.74630706812652789e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_25)_ 2.74623722170290208e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_26)_ 2.74616444714250392e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_27)_ 2.74608873501234534e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_28)_ 2.74601007547740537e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_29)_ 2.74585777790650027e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_30)_ 2.74568962530344578e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_31)_ 2.74551554984752073e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_32)_ 2.74533552871073994e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_33)_ 2.74514953822446444e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_34)_ 2.74495755387007705e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_35)_ 2.74475955026928844e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_36)_ 2.74455550117408009e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_37)_ 2.74434537945627000e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_38)_ 2.74412915709669569e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_39)_ 2.74390734883122285e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_40)_ 2.74368017054381994e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_41)_ 2.74344683820787694e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_42)_ 2.74320732030916865e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_43)_ 2.74296158438796418e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_44)_ 2.74270959702583781e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_45)_ 2.74245132383204151e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_46)_ 2.74218672942943549e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_47)_ 2.74195812585920677e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_48)_ 2.74182023327938467e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_49)_ 2.74167914211056107e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_50)_ 2.74153483272757086e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_51)_ 2.74138728497637914e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_52)_ 2.74123647816566169e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_53)_ 2.74108239105813034e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_54)_ 2.74084785406102682e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_55)_ 2.74052182026256546e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_56)_ 2.74018899576841122e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_57)_ 2.73984933287823686e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_58)_ 2.73950278268799110e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_59)_ 2.73914929506895604e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_60)_ 2.73878972742668587e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_61)_ 2.73842379110312848e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_62)_ 2.73805078993182995e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_63)_ 2.73767066890157160e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_64)_ 2.73728337166828197e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_65)_ 2.73688928573362986e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_66)_ 2.73648907094698792e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_67)_ 2.73608153212975296e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_68)_ 2.73566660760150420e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_69)_ 2.73524423422488567e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_70)_ 2.73481503117416409e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_71)_ 2.73437917599865976e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_72)_ 2.73393570170403351e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_73)_ 2.73348453929295907e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_74)_ 2.73302561816968534e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_75)_ 2.73255066210031110e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_76)_ 2.73206717775909809e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_77)_ 2.73157556459139919e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_78)_ 2.73107574384553082e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_79)_ 2.73057797317899897e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_80)_ 2.73007384324640583e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_81)_ 2.72956146071040742e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_82)_ 2.72904074146863813e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_83)_ 2.72850163334542621e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_84)_ 2.72795300954375968e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_85)_ 2.72739560966573720e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_86)_ 2.72683343687852542e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_87)_ 2.72627201079652792e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_88)_ 2.72570173842499770e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_89)_ 2.72512252191440183e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_90)_ 2.72452380961470908e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_91)_ 2.72391299613038846e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_92)_ 2.72329272410196310e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_93)_ 2.72266287016672734e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_94)_ 2.72202332413296801e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_95)_ 2.72137398415738012e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_96)_ 2.72072159607963258e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_97)_ 2.72006841622403037e+01 OP 
Impurity_charge_at_point_________________________________________________ (n_charge_plasma_profile10_98)_ 2.71940532905236942e+01 OP 
