 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_________________________________________________________ (procver)_____________________     "3.1.0"
 Date_of_run_____________________________________________________________ (date)________________________     "19/03/2025 UTC"
 Time_of_run_____________________________________________________________ (time)________________________     "15:42"
 User____________________________________________________________________ (username)____________________     "runner"
 PROCESS_run_title_______________________________________________________ (runtitle)____________________     "Generic large tokamak"
 PROCESS_git_tag_________________________________________________________ (tagno)_______________________     ""
 PROCESS_git_branch______________________________________________________ (branch_name)_________________     ""
 Input_filename__________________________________________________________ (fileprefix)__________________     "/home/runner/work/PROCESS/PROCESS/tests/regression/input_files/large_tokamak.IN.DAT"
 Optimisation_switch_____________________________________________________ (ioptimz)_____________________              1    
 # Numerics #
 VMCON_error_flag________________________________________________________ (ifail)_______________________              1    
 # PROCESS found a feasible solution #
 Number_of_iteration_variables___________________________________________ (nvar)________________________             44    
 Number_of_constraints_(total)___________________________________________ (neqns+nineqns)_______________             26    
 Optimisation_switch_____________________________________________________ (ioptimz)_____________________              1    
 Figure_of_merit_switch__________________________________________________ (minmax)______________________              1    
 Objective_function_name_________________________________________________ (objf_name)___________________     "major radius"                          
 Normalised_objective_function____________________________________________ (norm_objf)____________________ 1.60000000000000009e+00 OP
 Square_root_of_the_sum_of_squares_of_the_constraint_residuals____________ (sqsumsq)______________________ 1.68508960242928492e-06 OP
 VMCON_convergence_parameter______________________________________________ (convergence_parameter)________ 3.55683744488217999e-13 OP
 Number_of_VMCON_iterations______________________________________________ (nviter)______________________              8 OP 
 bt_______________________________________________________________________ (itvar001)_____________________ 5.18190017163873495e+00
 bt_(final_value/initial_value)___________________________________________ (xcm001)_______________________ 9.09105293269953485e-01
 bt_(range_normalised)____________________________________________________ (nitvar001)____________________ 1.72454157106993522e-01
 rmajor___________________________________________________________________ (itvar002)_____________________ 8.00000000000000000e+00
 rmajor_(final_value/initial_value)_______________________________________ (xcm002)_______________________ 1.00000000000000000e+00
 rmajor_(range_normalised)________________________________________________ (nitvar002)____________________ 0.00000000000000000e+00
 te_______________________________________________________________________ (itvar003)_____________________ 1.25568687444408340e+01
 te_(final_value/initial_value)___________________________________________ (xcm003)_______________________ 1.04640572870340276e+00
 te_(range_normalised)____________________________________________________ (nitvar003)____________________ 7.46220017507985695e-02
 beta_____________________________________________________________________ (itvar004)_____________________ 3.52561488883783580e-02
 beta_(final_value/initial_value)_________________________________________ (xcm004)_______________________ 1.17520496294594534e+00
 beta_(range_normalised)__________________________________________________ (nitvar004)____________________ 3.42904393277060557e-02
 dene_____________________________________________________________________ (itvar005)_____________________ 8.06732701796932813e+19
 dene_(final_value/initial_value)_________________________________________ (xcm005)_______________________ 1.07564360239591039e+00
 dene_(range_normalised)__________________________________________________ (nitvar005)____________________ 6.19115001833604947e-02
 hfact____________________________________________________________________ (itvar006)_____________________ 1.19488826791560809e+00
 hfact_(final_value/initial_value)________________________________________ (xcm006)_______________________ 1.08626206174146178e+00
 hfact_(range_normalised)_________________________________________________ (nitvar006)____________________ 9.95352970832370954e-01
 dr_tf_inboard____________________________________________________________ (itvar007)_____________________ 1.19999999999999996e+00
 dr_tf_inboard_(final_value/initial_value)________________________________ (xcm007)_______________________ 1.00000000000000000e+00
