# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________ "0.0.1.dev1+g94b8561fe" 
Total_plasma_fuel_pressure_at_point_318__________________________________ (pres_plasma_fuel_profile318)__ 1.55779311927078059e+05 
Total_plasma_fuel_pressure_at_point_319__________________________________ (pres_plasma_fuel_profile319)__ 1.54827855996659142e+05 
Total_plasma_fuel_pressure_at_point_320__________________________________ (pres_plasma_fuel_profile320)__ 1.53877265028438909e+05 
Total_plasma_fuel_pressure_at_point_321__________________________________ (pres_plasma_fuel_profile321)__ 1.52927572861343913e+05 
Total_plasma_fuel_pressure_at_point_322__________________________________ (pres_plasma_fuel_profile322)__ 1.51978813416723657e+05 
Total_plasma_fuel_pressure_at_point_323__________________________________ (pres_plasma_fuel_profile323)__ 1.51031020698734937e+05 
Total_plasma_fuel_pressure_at_point_324__________________________________ (pres_plasma_fuel_profile324)__ 1.50084228794750990e+05 
Total_plasma_fuel_pressure_at_point_325__________________________________ (pres_plasma_fuel_profile325)__ 1.49138471875798889e+05 
Total_plasma_fuel_pressure_at_point_326__________________________________ (pres_plasma_fuel_profile326)__ 1.48193784197023313e+05 
Total_plasma_fuel_pressure_at_point_327__________________________________ (pres_plasma_fuel_profile327)__ 1.47250200098181085e+05 
Total_plasma_fuel_pressure_at_point_328__________________________________ (pres_plasma_fuel_profile328)__ 1.46307754004163929e+05 
Total_plasma_fuel_pressure_at_point_329__________________________________ (pres_plasma_fuel_profile329)__ 1.45366480425554182e+05 
Total_plasma_fuel_pressure_at_point_330__________________________________ (pres_plasma_fuel_profile330)__ 1.44426413959211524e+05 
Total_plasma_fuel_pressure_at_point_331__________________________________ (pres_plasma_fuel_profile331)__ 1.43487589288894844e+05 
Total_plasma_fuel_pressure_at_point_332__________________________________ (pres_plasma_fuel_profile332)__ 1.42550041185917798e+05 
Total_plasma_fuel_pressure_at_point_333__________________________________ (pres_plasma_fuel_profile333)__ 1.41613804509841721e+05 
Total_plasma_fuel_pressure_at_point_334__________________________________ (pres_plasma_fuel_profile334)__ 1.40678914209206152e+05 
Total_plasma_fuel_pressure_at_point_335__________________________________ (pres_plasma_fuel_profile335)__ 1.39745405322298524e+05 
Total_plasma_fuel_pressure_at_point_336__________________________________ (pres_plasma_fuel_profile336)__ 1.38813312977964932e+05 
Total_plasma_fuel_pressure_at_point_337__________________________________ (pres_plasma_fuel_profile337)__ 1.37882672396463342e+05 
Total_plasma_fuel_pressure_at_point_338__________________________________ (pres_plasma_fuel_profile338)__ 1.36953518890361185e+05 
Total_plasma_fuel_pressure_at_point_339__________________________________ (pres_plasma_fuel_profile339)__ 1.36025887865478813e+05 
Total_plasma_fuel_pressure_at_point_340__________________________________ (pres_plasma_fuel_profile340)__ 1.35099814821880776e+05 
Total_plasma_fuel_pressure_at_point_341__________________________________ (pres_plasma_fuel_profile341)__ 1.34175335354916926e+05 
Total_plasma_fuel_pressure_at_point_342__________________________________ (pres_plasma_fuel_profile342)__ 1.33252485156315670e+05 
Total_plasma_fuel_pressure_at_point_343__________________________________ (pres_plasma_fuel_profile343)__ 1.32331300015330693e+05 
Total_plasma_fuel_pressure_at_point_344__________________________________ (pres_plasma_fuel_profile344)__ 1.31411815819944080e+05 
Total_plasma_fuel_pressure_at_point_345__________________________________ (pres_plasma_fuel_profile345)__ 1.30494068558127678e+05 
Total_plasma_fuel_pressure_at_point_346__________________________________ (pres_plasma_fuel_profile346)__ 1.29578094319165975e+05 
Total_plasma_fuel_pressure_at_point_347__________________________________ (pres_plasma_fuel_profile347)__ 1.28663929295041817e+05 
Total_plasma_fuel_pressure_at_point_348__________________________________ (pres_plasma_fuel_profile348)__ 1.27751609781888503e+05 
Total_plasma_fuel_pressure_at_point_349__________________________________ (pres_plasma_fuel_profile349)__ 1.26841172181510687e+05 
Total_plasma_fuel_pressure_at_point_350__________________________________ (pres_plasma_fuel_profile350)__ 1.25932653002977138e+05 
Total_plasma_fuel_pressure_at_point_351__________________________________ (pres_plasma_fuel_profile351)__ 1.25026088864288598e+05 
Total_plasma_fuel_pressure_at_point_352__________________________________ (pres_plasma_fuel_profile352)__ 1.24121516494123585e+05 
Total_plasma_fuel_pressure_at_point_353__________________________________ (pres_plasma_fuel_profile353)__ 1.23218972733665360e+05 
Total_plasma_fuel_pressure_at_point_354__________________________________ (pres_plasma_fuel_profile354)__ 1.22318494538514846e+05 
Total_plasma_fuel_pressure_at_point_355__________________________________ (pres_plasma_fuel_profile355)__ 1.21420118980691099e+05 
Total_plasma_fuel_pressure_at_point_356__________________________________ (pres_plasma_fuel_profile356)__ 1.20523883250725645e+05 
Total_plasma_fuel_pressure_at_point_357__________________________________ (pres_plasma_fuel_profile357)__ 1.19629824659852602e+05 
Total_plasma_fuel_pressure_at_point_358__________________________________ (pres_plasma_fuel_profile358)__ 1.18737980642300521e+05 
Total_plasma_fuel_pressure_at_point_359__________________________________ (pres_plasma_fuel_profile359)__ 1.17848388757689492e+05 
Total_plasma_fuel_pressure_at_point_360__________________________________ (pres_plasma_fuel_profile360)__ 1.16961086693539110e+05 
Total_plasma_fuel_pressure_at_point_361__________________________________ (pres_plasma_fuel_profile361)__ 1.16076112267891047e+05 
Total_plasma_fuel_pressure_at_point_362__________________________________ (pres_plasma_fuel_profile362)__ 1.15193503432053389e+05 
Total_plasma_fuel_pressure_at_point_363__________________________________ (pres_plasma_fuel_profile363)__ 1.14313298273470413e+05 
Total_plasma_fuel_pressure_at_point_364__________________________________ (pres_plasma_fuel_profile364)__ 1.13435535018725146e+05 
Total_plasma_fuel_pressure_at_point_365__________________________________ (pres_plasma_fuel_profile365)__ 1.12560252036679856e+05 
Total_plasma_fuel_pressure_at_point_366__________________________________ (pres_plasma_fuel_profile366)__ 1.11687487841761744e+05 
Total_plasma_fuel_pressure_at_point_367__________________________________ (pres_plasma_fuel_profile367)__ 1.10817281097400206e+05 
Total_plasma_fuel_pressure_at_point_368__________________________________ (pres_plasma_fuel_profile368)__ 1.09949670619623590e+05 
Total_plasma_fuel_pressure_at_point_369__________________________________ (pres_plasma_fuel_profile369)__ 1.09084695380822261e+05 
Total_plasma_fuel_pressure_at_point_370__________________________________ (pres_plasma_fuel_profile370)__ 1.08222394513686959e+05 
Total_plasma_fuel_pressure_at_point_371__________________________________ (pres_plasma_fuel_profile371)__ 1.07362807315330370e+05 
Total_plasma_fuel_pressure_at_point_372__________________________________ (pres_plasma_fuel_profile372)__ 1.06505973251601608e+05 
Total_plasma_fuel_pressure_at_point_373__________________________________ (pres_plasma_fuel_profile373)__ 1.05651931961602575e+05 
Total_plasma_fuel_pressure_at_point_374__________________________________ (pres_plasma_fuel_profile374)__ 1.04800723262417378e+05 
Total_plasma_fuel_pressure_at_point_375__________________________________ (pres_plasma_fuel_profile375)__ 1.03952387154063981e+05 
Total_plasma_fuel_pressure_at_point_376__________________________________ (pres_plasma_fuel_profile376)__ 1.03106963824681763e+05 
Total_plasma_fuel_pressure_at_point_377__________________________________ (pres_plasma_fuel_profile377)__ 1.02264493655964834e+05 
Total_plasma_fuel_pressure_at_point_378__________________________________ (pres_plasma_fuel_profile378)__ 1.01425017228855620e+05 
Total_plasma_fuel_pressure_at_point_379__________________________________ (pres_plasma_fuel_profile379)__ 1.00588575329512169e+05 
Total_plasma_fuel_pressure_at_point_380__________________________________ (pres_plasma_fuel_profile380)__ 9.97552089555624407e+04 
Total_plasma_fuel_pressure_at_point_381__________________________________ (pres_plasma_fuel_profile381)__ 9.89249593226635334e+04 
Total_plasma_fuel_pressure_at_point_382__________________________________ (pres_plasma_fuel_profile382)__ 9.80978678713792615e+04 
Total_plasma_fuel_pressure_at_point_383__________________________________ (pres_plasma_fuel_profile383)__ 9.72739762743966276e+04 
Total_plasma_fuel_pressure_at_point_384__________________________________ (pres_plasma_fuel_profile384)__ 9.64533264440972853e+04 
Total_plasma_fuel_pressure_at_point_385__________________________________ (pres_plasma_fuel_profile385)__ 9.56359605405061302e+04 
Total_plasma_fuel_pressure_at_point_386__________________________________ (pres_plasma_fuel_profile386)__ 9.48219209796363139e+04 
Total_plasma_fuel_pressure_at_point_387__________________________________ (pres_plasma_fuel_profile387)__ 9.40112504422550410e+04 
Total_plasma_fuel_pressure_at_point_388__________________________________ (pres_plasma_fuel_profile388)__ 9.32039918830929528e+04 
Total_plasma_fuel_pressure_at_point_389__________________________________ (pres_plasma_fuel_profile389)__ 9.24001885405244102e+04 
Total_plasma_fuel_pressure_at_point_390__________________________________ (pres_plasma_fuel_profile390)__ 9.15998839467451326e+04 
Total_plasma_fuel_pressure_at_point_391__________________________________ (pres_plasma_fuel_profile391)__ 9.08031219384778524e+04 
Total_plasma_fuel_pressure_at_point_392__________________________________ (pres_plasma_fuel_profile392)__ 9.00099466682371567e+04 
Total_plasma_fuel_pressure_at_point_393__________________________________ (pres_plasma_fuel_profile393)__ 8.92204026161884976e+04 
Total_plasma_fuel_pressure_at_point_394__________________________________ (pres_plasma_fuel_profile394)__ 8.84345346026366897e+04 
Total_plasma_fuel_pressure_at_point_395__________________________________ (pres_plasma_fuel_profile395)__ 8.76523878011849738e+04 
Total_plasma_fuel_pressure_at_point_396__________________________________ (pres_plasma_fuel_profile396)__ 8.68740077526053938e+04 
Total_plasma_fuel_pressure_at_point_397__________________________________ (pres_plasma_fuel_profile397)__ 8.60994403794675891e+04 
Total_plasma_fuel_pressure_at_point_398__________________________________ (pres_plasma_fuel_profile398)__ 8.53287320015736186e+04 
Total_plasma_fuel_pressure_at_point_399__________________________________ (pres_plasma_fuel_profile399)__ 8.45619293522532971e+04 
Total_plasma_fuel_pressure_at_point_400__________________________________ (pres_plasma_fuel_profile400)__ 8.37990795955759386e+04 
Total_plasma_fuel_pressure_at_point_401__________________________________ (pres_plasma_fuel_profile401)__ 8.30402303445414436e+04 
Total_plasma_fuel_pressure_at_point_402__________________________________ (pres_plasma_fuel_profile402)__ 8.22854296803167090e+04 
Total_plasma_fuel_pressure_at_point_403__________________________________ (pres_plasma_fuel_profile403)__ 8.15347261725903081e+04 
Total_plasma_fuel_pressure_at_point_404__________________________________ (pres_plasma_fuel_profile404)__ 8.07881689011238341e+04 
Total_plasma_fuel_pressure_at_point_405__________________________________ (pres_plasma_fuel_profile405)__ 8.00458074785851786e+04 
Total_plasma_fuel_pressure_at_point_406__________________________________ (pres_plasma_fuel_profile406)__ 7.93076920747557306e+04 
Total_plasma_fuel_pressure_at_point_407__________________________________ (pres_plasma_fuel_profile407)__ 7.85738734422137495e+04 
Total_plasma_fuel_pressure_at_point_408__________________________________ (pres_plasma_fuel_profile408)__ 7.78444029436014243e+04 
Total_plasma_fuel_pressure_at_point_409__________________________________ (pres_plasma_fuel_profile409)__ 7.71193325805978093e+04 
Total_plasma_fuel_pressure_at_point_410__________________________________ (pres_plasma_fuel_profile410)__ 7.63987150247259415e+04 
Total_plasma_fuel_pressure_at_point_411__________________________________ (pres_plasma_fuel_profile411)__ 7.56826036501393246e+04 
Total_plasma_fuel_pressure_at_point_412__________________________________ (pres_plasma_fuel_profile412)__ 7.49710525685422908e+04 
Total_plasma_fuel_pressure_at_point_413__________________________________ (pres_plasma_fuel_profile413)__ 7.42641166664177726e+04 
Total_plasma_fuel_pressure_at_point_414__________________________________ (pres_plasma_fuel_profile414)__ 7.35618516447498114e+04 
Total_plasma_fuel_pressure_at_point_415__________________________________ (pres_plasma_fuel_profile415)__ 7.28643140614491422e+04 
Total_plasma_fuel_pressure_at_point_416__________________________________ (pres_plasma_fuel_profile416)__ 7.21715613767101022e+04 
Total_plasma_fuel_pressure_at_point_417__________________________________ (pres_plasma_fuel_profile417)__ 7.14836520015514252e+04 
Total_plasma_fuel_pressure_at_point_418__________________________________ (pres_plasma_fuel_profile418)__ 7.08006453498201299e+04 
Total_plasma_fuel_pressure_at_point_419__________________________________ (pres_plasma_fuel_profile419)__ 7.01226018939677160e+04 
Total_plasma_fuel_pressure_at_point_420__________________________________ (pres_plasma_fuel_profile420)__ 6.94495832249412779e+04 
Total_plasma_fuel_pressure_at_point_421__________________________________ (pres_plasma_fuel_profile421)__ 6.87816521165718877e+04 
Total_plasma_fuel_pressure_at_point_422__________________________________ (pres_plasma_fuel_profile422)__ 6.81188725948844803e+04 
Total_plasma_fuel_pressure_at_point_423__________________________________ (pres_plasma_fuel_profile423)__ 6.74613100128046208e+04 
Total_plasma_fuel_pressure_at_point_424__________________________________ (pres_plasma_fuel_profile424)__ 6.68090311307922821e+04 
Total_plasma_fuel_pressure_at_point_425__________________________________ (pres_plasma_fuel_profile425)__ 6.61621042039990134e+04 
Total_plasma_fuel_pressure_at_point_426__________________________________ (pres_plasma_fuel_profile426)__ 6.55205990766173200e+04 
Total_plasma_fuel_pressure_at_point_427__________________________________ (pres_plasma_fuel_profile427)__ 6.48845872841768360e+04 
Total_plasma_fuel_pressure_at_point_428__________________________________ (pres_plasma_fuel_profile428)__ 6.42541421646397721e+04 
Total_plasma_fuel_pressure_at_point_429__________________________________ (pres_plasma_fuel_profile429)__ 6.36293389792604285e+04 
Total_plasma_fuel_pressure_at_point_430__________________________________ (pres_plasma_fuel_profile430)__ 6.30102550443064756e+04 
Total_plasma_fuel_pressure_at_point_431__________________________________ (pres_plasma_fuel_profile431)__ 6.23969698748906594e+04 
Total_plasma_fuel_pressure_at_point_432__________________________________ (pres_plasma_fuel_profile432)__ 6.17895653423418771e+04 
Total_plasma_fuel_pressure_at_point_433__________________________________ (pres_plasma_fuel_profile433)__ 6.11881258467523003e+04 
Total_plasma_fuel_pressure_at_point_434__________________________________ (pres_plasma_fuel_profile434)__ 6.05927385065853014e+04 
Total_plasma_fuel_pressure_at_point_435__________________________________ (pres_plasma_fuel_profile435)__ 6.00034933675181237e+04 
Total_plasma_fuel_pressure_at_point_436__________________________________ (pres_plasma_fuel_profile436)__ 5.94204836330414764e+04 
Total_plasma_fuel_pressure_at_point_437__________________________________ (pres_plasma_fuel_profile437)__ 5.88438059197475814e+04 
Total_plasma_fuel_pressure_at_point_438__________________________________ (pres_plasma_fuel_profile438)__ 5.82735605407356197e+04 
Total_plasma_fuel_pressure_at_point_439__________________________________ (pres_plasma_fuel_profile439)__ 5.77098518211551709e+04 
Total_plasma_fuel_pressure_at_point_440__________________________________ (pres_plasma_fuel_profile440)__ 5.71527884506319897e+04 
Total_plasma_fuel_pressure_at_point_441__________________________________ (pres_plasma_fuel_profile441)__ 5.66024838781961953e+04 
Total_plasma_fuel_pressure_at_point_442__________________________________ (pres_plasma_fuel_profile442)__ 5.60590567564096709e+04 
Total_plasma_fuel_pressure_at_point_443__________________________________ (pres_plasma_fuel_profile443)__ 5.55226314427156249e+04 
Total_plasma_fuel_pressure_at_point_444__________________________________ (pres_plasma_fuel_profile444)__ 5.49933385676819962e+04 
Total_plasma_fuel_pressure_at_point_445__________________________________ (pres_plasma_fuel_profile445)__ 5.44713156818708230e+04 
Total_plasma_fuel_pressure_at_point_446__________________________________ (pres_plasma_fuel_profile446)__ 5.39567079956673188e+04 
Total_plasma_fuel_pressure_at_point_447__________________________________ (pres_plasma_fuel_profile447)__ 5.34496692297086192e+04 
Total_plasma_fuel_pressure_at_point_448__________________________________ (pres_plasma_fuel_profile448)__ 5.29503625977989577e+04 
Total_plasma_fuel_pressure_at_point_449__________________________________ (pres_plasma_fuel_profile449)__ 5.24589619497010572e+04 
Total_plasma_fuel_pressure_at_point_450__________________________________ (pres_plasma_fuel_profile450)__ 5.19756531084086237e+04 
Total_plasma_fuel_pressure_at_point_451__________________________________ (pres_plasma_fuel_profile451)__ 5.15006354460669681e+04 
Total_plasma_fuel_pressure_at_point_452__________________________________ (pres_plasma_fuel_profile452)__ 5.10341237555540065e+04 
Total_plasma_fuel_pressure_at_point_453__________________________________ (pres_plasma_fuel_profile453)__ 5.05763504922229913e+04 
Total_plasma_fuel_pressure_at_point_454__________________________________ (pres_plasma_fuel_profile454)__ 5.01275684844971038e+04 
Total_plasma_fuel_pressure_at_point_455__________________________________ (pres_plasma_fuel_profile455)__ 4.96880542460297438e+04 
Total_plasma_fuel_pressure_at_point_456__________________________________ (pres_plasma_fuel_profile456)__ 4.92581120709242459e+04 
Total_plasma_fuel_pressure_at_point_457__________________________________ (pres_plasma_fuel_profile457)__ 4.88380791649354942e+04 
Total_plasma_fuel_pressure_at_point_458__________________________________ (pres_plasma_fuel_profile458)__ 4.84283321727166331e+04 
Total_plasma_fuel_pressure_at_point_459__________________________________ (pres_plasma_fuel_profile459)__ 4.80292956263083834e+04 
Total_plasma_fuel_pressure_at_point_460__________________________________ (pres_plasma_fuel_profile460)__ 4.76414531026898621e+04 
Total_plasma_fuel_pressure_at_point_461__________________________________ (pres_plasma_fuel_profile461)__ 4.72653623113087888e+04 
Total_plasma_fuel_pressure_at_point_462__________________________________ (pres_plasma_fuel_profile462)__ 4.69016760779372416e+04 
Total_plasma_fuel_pressure_at_point_463__________________________________ (pres_plasma_fuel_profile463)__ 4.65511725414063912e+04 
Total_plasma_fuel_pressure_at_point_464__________________________________ (pres_plasma_fuel_profile464)__ 4.62148004824920790e+04 
Total_plasma_fuel_pressure_at_point_465__________________________________ (pres_plasma_fuel_profile465)__ 4.58937511272584597e+04 
Total_plasma_fuel_pressure_at_point_466__________________________________ (pres_plasma_fuel_profile466)__ 4.55895802621406619e+04 
Total_plasma_fuel_pressure_at_point_467__________________________________ (pres_plasma_fuel_profile467)__ 4.53044374931226339e+04 
Total_plasma_fuel_pressure_at_point_468__________________________________ (pres_plasma_fuel_profile468)__ 4.50415658212858252e+04 
Total_plasma_fuel_pressure_at_point_469__________________________________ (pres_plasma_fuel_profile469)__ 4.48067139882717020e+04 
Total_plasma_fuel_pressure_at_point_470__________________________________ (pres_plasma_fuel_profile470)__ 4.46168437750831290e+04 
Total_plasma_fuel_pressure_at_point_471__________________________________ (pres_plasma_fuel_profile471)__ 4.25643098995976616e+04 
Total_plasma_fuel_pressure_at_point_472__________________________________ (pres_plasma_fuel_profile472)__ 4.05518596056855313e+04 
Total_plasma_fuel_pressure_at_point_473__________________________________ (pres_plasma_fuel_profile473)__ 3.85794928933467454e+04 
Total_plasma_fuel_pressure_at_point_474__________________________________ (pres_plasma_fuel_profile474)__ 3.66472097625812967e+04 
Total_plasma_fuel_pressure_at_point_475__________________________________ (pres_plasma_fuel_profile475)__ 3.47550102133891778e+04 
Total_plasma_fuel_pressure_at_point_476__________________________________ (pres_plasma_fuel_profile476)__ 3.29028942457703888e+04 
Total_plasma_fuel_pressure_at_point_477__________________________________ (pres_plasma_fuel_profile477)__ 3.10908618597249515e+04 
Total_plasma_fuel_pressure_at_point_478__________________________________ (pres_plasma_fuel_profile478)__ 2.93189130552528441e+04 
Total_plasma_fuel_pressure_at_point_479__________________________________ (pres_plasma_fuel_profile479)__ 2.75870478323540701e+04 
Total_plasma_fuel_pressure_at_point_480__________________________________ (pres_plasma_fuel_profile480)__ 2.58952661910286442e+04 
Total_plasma_fuel_pressure_at_point_481__________________________________ (pres_plasma_fuel_profile481)__ 2.42435681312765373e+04 
Total_plasma_fuel_pressure_at_point_482__________________________________ (pres_plasma_fuel_profile482)__ 2.26319536530977821e+04 
Total_plasma_fuel_pressure_at_point_483__________________________________ (pres_plasma_fuel_profile483)__ 2.10604227564923603e+04 
Total_plasma_fuel_pressure_at_point_484__________________________________ (pres_plasma_fuel_profile484)__ 1.95289754414602721e+04 
Total_plasma_fuel_pressure_at_point_485__________________________________ (pres_plasma_fuel_profile485)__ 1.80376117080015174e+04 
Total_plasma_fuel_pressure_at_point_486__________________________________ (pres_plasma_fuel_profile486)__ 1.65863315561161071e+04 
Total_plasma_fuel_pressure_at_point_487__________________________________ (pres_plasma_fuel_profile487)__ 1.51751349858040285e+04 
Total_plasma_fuel_pressure_at_point_488__________________________________ (pres_plasma_fuel_profile488)__ 1.38040219970652888e+04 
Total_plasma_fuel_pressure_at_point_489__________________________________ (pres_plasma_fuel_profile489)__ 1.24729925898998863e+04 
Total_plasma_fuel_pressure_at_point_490__________________________________ (pres_plasma_fuel_profile490)__ 1.11820467643078191e+04 
Total_plasma_fuel_pressure_at_point_491__________________________________ (pres_plasma_fuel_profile491)__ 9.93118452028909087e+03 
Total_plasma_fuel_pressure_at_point_492__________________________________ (pres_plasma_fuel_profile492)__ 8.72040585784369614e+03 
Total_plasma_fuel_pressure_at_point_493__________________________________ (pres_plasma_fuel_profile493)__ 7.54971077697164128e+03 
Total_plasma_fuel_pressure_at_point_494__________________________________ (pres_plasma_fuel_profile494)__ 6.41909927767292174e+03 
Total_plasma_fuel_pressure_at_point_495__________________________________ (pres_plasma_fuel_profile495)__ 5.32857135994753844e+03 
Total_plasma_fuel_pressure_at_point_496__________________________________ (pres_plasma_fuel_profile496)__ 4.27812702379549319e+03 
Total_plasma_fuel_pressure_at_point_497__________________________________ (pres_plasma_fuel_profile497)__ 3.26776626921678280e+03 
Total_plasma_fuel_pressure_at_point_498__________________________________ (pres_plasma_fuel_profile498)__ 2.29748909621141047e+03 
Total_plasma_fuel_pressure_at_point_499__________________________________ (pres_plasma_fuel_profile499)__ 1.36729550477937437e+03 
Total_plasma_fuel_pressure_at_point_500__________________________________ (pres_plasma_fuel_profile500)__ 4.77185494920675012e+02 
Line-averaged_electron_density_/_Greenwald_density_______________________ (dnla_gw)______________________ 1.19999511917486079e+00 OP 
Total_Ion_number_density_(/m3)___________________________________________ (nd_plasma_ions_total_vol_avg)_ 7.17022938518383657e+19 OP 
Fuel_ion_number_density_(/m3)____________________________________________ (nd_plasma_fuel_ions_vol_avg)__ 6.45451227705729516e+19 OP 
Total_impurity_number_density_with_Z_>_2_(no_He)_(/m3)___________________ (nd_plasma_impurities_vol_avg)_ 4.99422374548623920e+16 OP 
Helium_ion_number_density_(thermalised_ions_only)_(/m3)__________________ (nd_plasma_alphas_vol_avg)_____ 7.08826640344637133e+18 OP 
Helium_ion_density_(thermalised_ions_only)_/_electron_number_density_____ (f_nd_alpha_electron)__________ 8.73097066731641086e-02 
Plasma_volume_averaged_proton_number_density_(/m3)_______________________ (nd_plasma_protons_vol_avg)____ 1.89624403641830080e+16 OP 
Proton_number_density_/_electron_number_density__________________________ (f_nd_protium_electrons)_______ 0.00000000000000000e+00 OP 
Hot_beam_ion_number_density_(/m3)________________________________________ (nd_beam_ions)_________________ 0.00000000000000000e+00 OP 
Hot_beam_ion_number_density_/_electron_density___________________________ (f_nd_beam_electron)___________ 0.00000000000000000e+00 OP 
H__concentration_________________________________________________________ (f_nd_impurity_electrons(01))__ 7.95267985222353535e-01 OP 
He_concentration_________________________________________________________ (f_nd_impurity_electrons(02))__ 8.73097066731641086e-02 
Be_concentration_________________________________________________________ (f_nd_impurity_electrons(03))__ 0.00000000000000000e+00 
C__concentration_________________________________________________________ (f_nd_impurity_electrons(04))__ 0.00000000000000000e+00 
N__concentration_________________________________________________________ (f_nd_impurity_electrons(05))__ 0.00000000000000000e+00 
O__concentration_________________________________________________________ (f_nd_impurity_electrons(06))__ 0.00000000000000000e+00 
Ne_concentration_________________________________________________________ (f_nd_impurity_electrons(07))__ 0.00000000000000000e+00 
Si_concentration_________________________________________________________ (f_nd_impurity_electrons(08))__ 0.00000000000000000e+00 
Ar_concentration_________________________________________________________ (f_nd_impurity_electrons(09))__ 0.00000000000000000e+00 
Fe_concentration_________________________________________________________ (f_nd_impurity_electrons(10))__ 0.00000000000000000e+00 
Ni_concentration_________________________________________________________ (f_nd_impurity_electrons(11))__ 0.00000000000000000e+00 
Kr_concentration_________________________________________________________ (f_nd_impurity_electrons(12))__ 0.00000000000000000e+00 
Xe_concentration_________________________________________________________ (f_nd_impurity_electrons(13))__ 6.10163405916214424e-04 
W__concentration_________________________________________________________ (f_nd_impurity_electrons(14))__ 5.00000000000000041e-06 
Average_mass_of_all_ions_(amu)___________________________________________ (m_ions_total_amu)_____________ 2.75112105430156362e+00 OP 
Total_mass_of_all_ions_in_plasma_(kg)____________________________________ (m_plasma_ions_total)__________ 6.18490747047470619e-04 OP 
Average_mass_of_all_fuel_ions_(amu)______________________________________ (m_fuel_amu)___________________ 2.51452696425700006e+00 OP 
Total_mass_of_all_fuel_ions_in_plasma_(kg)_______________________________ (m_plasma_fuel_ions)___________ 5.08873909760414536e-04 OP 
Average_mass_of_all_beam_ions_(amu)______________________________________ (m_beam_amu)___________________ 2.01355421449150329e+00 OP 
Total_mass_of_all_alpha_particles_in_plasma_(kg)_________________________ (m_plasma_alpha)_______________ 8.89311646877954302e-05 OP 
Total_mass_of_all_electrons_in_plasma_(kg)_______________________________ (m_plasma_electron)____________ 1.39639362422239850e-07 OP 
Total_mass_of_the_plasma_(kg)____________________________________________ (m_plasma)_____________________ 6.18630386409892911e-04 OP 
Volume_averaged_plasma_effective_charge__________________________________ (n_charge_plasma_effective_vol_avg)_ 2.61891208820485044e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile0)_ 2.75749441847546128e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile1)_ 2.75749396926369084e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile2)_ 2.75749262162030728e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile3)_ 2.75749037552110199e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile4)_ 2.75748723092572279e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile5)_ 2.75748318777767443e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile6)_ 2.75747824600431546e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile7)_ 2.75747240551685247e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile8)_ 2.75746566621033917e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile9)_ 2.75745802796366846e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile10)_ 2.75744949063956435e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile11)_ 2.75744005408458026e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile12)_ 2.75742971812908610e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile13)_ 2.75741848258725941e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile14)_ 2.75740634725708178e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile15)_ 2.75739331192031933e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile16)_ 2.75737937634251828e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile17)_ 2.75736454027299027e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile18)_ 2.75734880344479860e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile19)_ 2.75733216557474670e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile20)_ 2.75731462636335989e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile21)_ 2.75729618549487343e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile22)_ 2.75727684263721295e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile23)_ 2.75725659744197982e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile24)_ 2.75723544954443067e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile25)_ 2.75721339856345926e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile26)_ 2.75719044410157910e+00 OP 
